## 0101	シド
列車愛称 す	40.476494
函館本線	40.476494
出典のページ番号が要望されている記事	40.476494
周南市の教育	40.317444
1960年設立	40.317444
山口県の博物館	40.317444
旭川電気軌道	40.05107
旭川市の企業	40.05107
北海道地方の貸切バス事業者	40.05107
1926年設立の企業	40.05107
北海道地方の乗合バス事業者	40.05107
かつて存在した日本の軌道事業者	40.05107
札幌市中央区の教育	40.049164
札幌市の博物館	40.049164
1950年設立	40.049164
霊長類学者	39.93493
日本の動物学者	39.93493
1946年生	39.93493
市民活動	39.91285
言葉を濁した記述のある記事 (誰)/2012年	39.91285
動物愛護団体	39.91285
社会運動	39.91285
動物の権利	39.91285
名古屋市の博物館	39.78573
名古屋市の重要文化財	39.78573
参照方法	39.78573
1937年設立	39.78573
名古屋市の観光地	39.78573
千種区の教育	39.78573
日本の鉄道駅 ま	39.768837
札幌市中央区の鉄道駅	39.768837
1976年開業の鉄道駅	39.768837
札幌市交通局の鉄道駅	39.768837
1961年生	39.45185
日本の漫画家	39.45185
2008年の映画	39.40111
イヌを主人公にした映画作品	39.40111
テレビ東京製作の映画	39.40111
函館市を舞台とした映画作品	39.40111
家族を題材とした映画作品	39.40111
本木克英の監督映画	39.40111
かつて存在した東京都の企業	39.40111
新書レーベル	39.40111
日本のコンピュータゲームメーカー・ブランド	39.40111
日本の映画館	39.40111
角川書店の出版物	39.40111
映画配給会社	39.40111
書籍	39.40111
東京都のマスメディア	39.40111
角川書店	39.40111
日本の音楽・映像ソフト会社	39.40111
レジャー施設	39.39901
動物園職員	39.39901
2000年開業の施設	39.158356
北海道の道の駅	39.158356
旭川市のスポーツ	39.158356
旭川市の交通	39.158356
道路	39.158356
北海道地方のコミュニティFM放送送信所	39.00105
NORTH WAVE	39.00105
テレビ北海道	39.00105
マルチメディア放送送信所	39.00105
北海道テレビ放送	39.00105
AIR-G'	39.00105
北海道放送	39.00105
北海道文化放送	39.00105
札幌テレビ放送	39.00105
旭川市の地理	39.00105
SCHOOL OF LOCK!	38.974224
フラーム	38.974224
神戸市出身の人物	38.974224
日本のアイドル	38.974224
1992年のテレビ番組 (日本)	38.959785
2000年生	38.763264
ウサギ科	38.713806
日本のイングリッシュガーデン	38.70102
札幌市中央区の交通	38.65861
東川町	38.65861
かつて存在した日本の賞	38.65861
宮崎市	38.65861
日本の観光地	38.65861
北海道旅客鉄道の車掌区	38.65861
北海道のスキー場	38.65861
日本の牧場	38.65861
農業	38.65861
1960年生	38.65861
埼玉県出身の人物	38.65861
鉄道	38.65861
お笑い芸人	38.599716
日本のお笑いコンビ	38.599716
松竹芸能	38.599716
上野恩賜公園	38.580997
1882年設立	38.580997
台東区の教育	38.580997
東京都の博物館	38.580997
東京都の観光地	38.580997
1899年設立	38.52172
愛知県の公園	38.52172
愛知県の博物館	38.52172
豊橋市の教育	38.52172
雑多な内容を箇条書きした節のある記事 - 2013年1月-4月	38.52172
2005年竣工の建築物	38.26612
2005年開業の施設	38.26612
プラネタリウム	38.26612
天文学に関する記事	38.26612
日本の科学館	38.26612
旭川市の建築物	38.26612
北海道旅客鉄道の車両基地	38.168182
北海道旅客鉄道の運転区	38.168182
日本国有鉄道の車両基地	38.168182
札幌市東区の交通	38.168182
北海道の温泉	38.13116
島牧村の地理	38.13116
Non-noのモデル	38.1201
1992年生	38.1201
オスカープロモーション	38.1201
セブンティーンのモデル	38.1201
名古屋市出身の人物	38.1201
過去のアミューズ所属者	38.1201
韓国・朝鮮系日本人	38.1201
Vulnerable	38.075058
食肉目	38.075058
上野公園の歴史	37.96096
2011年没	37.96096
1971年生	37.96096
著名なカバ	37.96096
1993年生	37.37152
北海道のマスコット	37.256516
自治体のマスコット	37.256516
1985年生	37.24918
北海道地方のNHK放送送信施設	37.18889
言葉を濁した記述のある記事 (いつ)/2014年5月-6月	37.157223
齧歯目	37.157223
美瑛町	37.131714
テレビ東京のミニ番組	37.131714
テレビ東京系番組	37.131714
ご当地グルメ	37.131714
北海道の食文化	37.131714
日本の米料理	37.131714
北海道道 (上川管内)	37.131714
群馬県出身の人物	37.131714
1980年生	37.131714
広島県出身の人物	37.131714
北海道のテレビの帯番組	37.131714
北海道のテレビの情報・ワイドショー番組	37.131714
北海道文化放送の番組	37.131714
北海道の音楽	37.131714
日本のロックフェスティバル	37.131714
旭川市の歴史	37.131714
阿蘇市の教育	36.65077
日本のテーマパーク	36.65077
熊本県の観光地	36.65077
1973年設立	36.65077
上川管内	36.621777
中核市	36.621777
北海道の市町村	36.621777
ものまねタレント	36.616962
お笑い芸人	36.616962
日本の歌手	36.616962
日本の司会者	36.616962
ネズミ	36.599308
北海道	36.599308
角川書店の漫画雑誌	36.56394
コミックチャージ	36.56394
休廃刊漫画雑誌	36.56394
日本の漫画雑誌	36.56394
月2回刊漫画雑誌	36.56394
漫画	36.56394
2007年創刊の雑誌	36.56394
品川区の企業	36.56394
日本の外来種(鳥類)	36.56394
鳥類	36.56394
テレビ音効会社	36.56394
企業	36.56394
青年漫画雑誌	36.56394
札幌市中央区の地理	35.80953
シンガポールの観光地	35.465683
シンガポールの動物園	35.465683
テマセク・ホールディングス	35.465683
狩猟鳥	35.256165
紫綬褒章受章者	35.19384
剣劇俳優	35.19384
日本藝術院会員	35.19384
歌舞伎役者	35.19384
人物の画像提供依頼	35.19384
1975年生	35.19384
吉本新喜劇	35.19384
動物関連の一覧	35.069138
著名な象	35.069138
佐藤雅彦	35.0017
毎日新聞社	35.0017
調査	35.0017
## 0139	秋田中央交通 時刻表
秋田中央交通	1266.1152250000002
バス	1122.6874180000002
秋田市の建築物	730.2893900000001
日本の町・字	351.805305
秋田市の交通	342.14119999999997
秋田市の町・字	317.141517
企業	289.24865700000004
秋田県の郵便局	287.62343599999997
日本郵政グループ	287.62343599999997
東北地方のバス営業所	269.355375
秋田県	253.328963
秋田市の企業	252.347074
東北地方の貸切バス事業者	223.469665
東北地方の乗合バス事業者	219.493812
高速バス路線	215.4843
秋田市の商業施設	215.24538
鉄道	195.747998
東北地方のバス停	191.126114
奥羽本線	182.361432
秋田県の交通	175.200581
羽後交通	161.613225
東北地方の都市間バス	161.613225
八郎潟町	161.613225
鉄道駅	161.613225
秋田市の歴史	160.010447
五城目町	150.554988
東日本旅客鉄道の鉄道駅	150.004189
日本国有鉄道の鉄道駅	150.004189
1921年設立の企業	134.82265
日本の旅行会社	134.82265
かつて存在した日本の鉄道事業者	134.82265
秋田市の地理	131.913834
学校	129.777433
秋田市のスポーツ施設	128.21913600000002
秋田県の鉄道駅	118.64029
潟上市の交通	118.64029
秋田県の廃駅	107.74215
南部バス	107.74215
東北地方のコミュニティバス	107.74215
1969年廃止の鉄道駅	107.74215
宮城交通	107.74215
秋北バス	107.74215
同名の鉄道駅	103.557213
南秋田郡	101.20879099999999
横手市の交通	98.567621
秋田県の学校	97.56868300000001
男鹿市	94.59807699999999
秋田県の旧県社	93.538058
秋田県の神社	93.538058
東北地方の鉄道路線 (廃止)	88.005848
建築	85.54915299999999
日本の鉄道駅 か	84.763802
日本のタクシー事業者	84.709727
大仙市の交通	69.93203
秋田県の町・字	68.820738
ページサイズ順市町村ページ一覧 (小)	68.19782799999999
日本の市町村	68.19782799999999
秋田県の公園	67.720032
秋田市の教育	67.394848
秋田県の医療機関	66.738231
秋田市の高等学校	66.05079
秋田県の行政	65.674115
バス関連一覧	65.576027
日本のバス事業者	65.576027
東北地方の一覧	65.576027
秋田県のショッピングセンター	65.559574
道路	65.36505
秋田市	65.100198
秋田県の市町村	64.962063
秋田県の画像提供依頼	64.042908
秋田市の鉄道駅	63.721142
秋田県の公立高等学校	63.23907
日本の屋内競技施設	63.21582000000001
神道	62.074321999999995
秋田市の画像提供依頼	53.871075
福島交通	53.871075
小田急バス	53.871075
ジェイアールバス東北の路線	53.871075
東京急行電鉄の鉄道車両	53.871075
山交バス	53.871075
岩手県交通	53.871075
岩手県北自動車	53.871075
2004年設立の企業	53.871075
庄内交通	53.871075
弘南バス	53.871075
新常磐交通	53.871075
タクシー	53.871075
東北地方の交通	53.871075
東日本急行	53.871075
交通の画像提供依頼	53.871075
十和田観光電鉄	53.871075
1902年開業の鉄道駅	53.871075
1933年製の鉄道車両	53.871075
一畑電車の鉄道車両	53.871075
三菱鉱業美唄鉄道線	53.871075
割引乗車券	53.871075
別府鉄道	53.871075
北丹鉄道	53.871075
北陸鉄道の鉄道車両	53.871075
同和鉱業片上鉄道	53.871075
小湊鐵道	53.871075
岡山臨港鉄道	53.871075
新潟交通	53.871075
会津乗合自動車	53.871075
日本国有鉄道の気動車	53.871075
日本の鉄道駅 は	53.871075
乗合バス事業	53.871075
ジェイアールバス東北	53.871075
大潟村	53.871075
バスターミナル	53.871075
東北地方の廃止代替バス	53.871075
旭川電気軌道	53.871075
有田鉄道	53.871075
水島臨海鉄道	53.871075
ドン・キホーテ (企業)	53.871075
筑波鉄道	53.871075
1950年開業の鉄道駅	53.871075
鹿島鉄道	53.871075
関東鉄道の気動車	53.871075
茨城交通	53.871075
1965年開業の鉄道駅	53.871075
日本の鉄道駅 こ	53.871075
江若鉄道	53.871075
紀州鉄道	53.871075
玉野市	53.871075
福島臨海鉄道	53.871075
かつて存在した日本のバス事業者	37.95818
かつて存在した日本の軌道事業者	37.95818
かつて存在した地方公営企業	37.95818
日本の医療機関 (厚生連)	35.18403
秋田県の農業協同組合	35.18403
ホテル	35.02488
特筆性の基準を満たしていないおそれのある記事/2011年6月	35.02488
秋田県のユースホステル	35.02488
全国高等学校野球選手権大会出場校	35.02047
秋田県の私立高等学校	35.02047
選抜高等学校野球大会出場校	35.02047
全国高等学校サッカー選手権大会出場校	35.02047
イオングループのGMS	34.94034
1995年竣工の建築物	34.94034
マイカル	34.94034
日本の刑務所	34.816154
潟上市	34.663788
秋田県道	34.566307
男鹿市の地理	34.15695
日本の森林鉄道	34.134773
秋田市の橋	34.120438
特筆性の基準を満たしていないおそれのある記事/2011年8月	34.120438
秋田市の博物館	34.083553
明治時代の建築	34.083553
秋田県の美術館	34.083553
秋田県の重要文化財	34.083553
西洋館	34.083553
日本の郷土博物館	34.083553
秋田県の市町村 (廃止)	33.53404
五城目町の歴史	33.53404
内容の精度・確度に欠けている可能性のある記事	33.414234
秋田県の温泉	33.414234
温泉	33.414234
日本の運転免許試験場	33.323658
秋田県の図書館	33.311295
図書館	33.311295
日本の公文書館	33.059715
1903年開業の鉄道駅	32.828415
日本の鉄道駅 わ	32.828415
かつて存在した日本の百貨店	32.814697
日本の小売業者	32.814697
1932年設立の企業	32.814697
秋田県のスキー場	32.6144
日本の鉄道駅 う	32.411972
1927年開業の鉄道駅	32.411972
公認競技用プール	32.388916
公営プール	32.388916
東日本旅客鉄道の信号場	32.357243
日本国有鉄道の信号場	32.357243
仏教	32.337616
曹洞宗の寺院	32.337616
秋田県の寺	32.337616
1997年竣工の建築物	32.170143
井川町	31.9511
分譲マンション	31.678078
日本の医療機関 (医育機関)	31.554201
日本の医療機関 (国立大学法人)	31.554201
秋田大学	31.554201
1945年設立	31.554201
秋田県の公立学校	31.517893
日本の公立専修学校	31.517893
日本の美術系専修学校	31.517893
秋田市の学校	31.517893
秋田県の専修学校	31.517893
日吉神社	31.473999
八幡宮	31.473999
東北地方の日本酒メーカー	31.4642
言葉を濁した記述のある記事 (いつ)/2012年5月-8月	31.4642
老舗企業 (江戸時代創業)	31.4642
秋田県の登録有形文化財	31.4642
秋田県の企業	31.4642
神明神社	31.463736
東北地方のジャンクション	31.244612
日本のインターチェンジ よ	31.244612
日本のジャンクション よ	31.244612
秋田県のインターチェンジ	31.244612
1964年開業の鉄道駅	30.892727
日本のバスケットボール競技施設	30.866226
日本のバレーボール競技施設	30.866226
スポーツ	30.866226
日本のプロレス会場	30.866226
秋田ノーザンハピネッツ	30.866226
日本のボクシング会場	30.866226
Bjリーグ公式戦開催競技場	30.866226
1941年設立の企業	30.838652
1987年竣工の建築物	30.829891
日本の地理	30.779568
日本海側拠点港	30.779568
東北地方の港湾	30.779568
重要港湾	30.779568
1993年開業の施設	30.619234
イオンモール	30.619234
別表神社	30.600323
山岳信仰	30.600323
## 0140	羽田空港 リムジンバス 時刻表
東京国際空港	935.6673210000001
大田区の鉄道駅	455.54056499999996
東京モノレールの鉄道駅	303.07242
羽田	299.699543
空港連絡鉄道	277.122137
京浜急行バス	272.48661
バス	240.53923900000004
京浜急行電鉄の鉄道駅	240.31050599999998
大田区の交通	211.394461
関東地方の鉄道路線	181.242043
成田国際空港	179.064063
日本の鉄道駅 は	155.020495
空港連絡バス	151.85393299999998
関東地方のバス営業所	150.262621
鉄道	149.447813
道路	149.107706
東京都の交通	148.593274
1902年開業の鉄道駅	147.434629
バスターミナル	118.958167
関東地方のバス停	118.958167
京浜急行電鉄	118.612887
航空	118.379552
大田区の町名	118.210846
特筆性の基準を満たしていないおそれのある記事/2014年6月	91.664918
東京都港区の企業	88.383651
大田区の歴史	87.466718
企業	87.339594
日本の町・字	86.972646
同名の鉄道駅	62.659298
1993年開業の鉄道駅	61.992748
2010年開業の鉄道駅	61.642382
1964年開業の鉄道駅	61.05771
京成電鉄	60.724254
山梨交通	60.635568
日本の鉄道駅 て	60.624324
未開業の鉄道	60.502517
日本の鉄道駅 し	60.46057
ダイヤ改正	60.437358
東京モノレール	60.405114999999995
首都高速道路のランプ	60.403828
日本のインターチェンジ く	60.403828
日本の鉄道駅 あ	60.317543
関東地方のバス路線	60.189015
大田区	60.096735
空港	59.89132
特筆性の基準を満たしていないおそれのある記事/2013年6月	59.869571
関東地方の乗合バス事業者	59.676722999999996
航空のサービス	59.651846
千葉交通	59.53063
京成電鉄の鉄道路線	59.095549
首都高速道路	58.803964
日本の鉄道駅 け	58.749168
日本の鉄道事業者	58.695829
全日本空輸	58.670416
日本の鉄道駅 お	58.578608
日本航空	58.398996
東証一部上場企業	58.30739
パイロットエラーによる航空事故	58.212897
1966年の航空事故	58.212897
1966年の日本	58.212897
品川区の鉄道駅	58.193653
大田区の企業	58.145731
東京都	57.982969
東京都区部の橋	57.976338
日本の人工島	57.676168000000004
警察	31.227167
東京都の警察署	31.227167
2004年開業の鉄道駅	31.091635
東京国際空港を舞台とした作品	31.074537
コマーシャルソング	31.074537
変イ長調の曲	31.074537
シングル	31.074537
テレビ朝日金曜ナイトドラマの主題歌	31.074537
TOKIOの楽曲	31.074537
ハ長調の曲	31.074537
2012年のシングル	31.074537
NHK紅白歌合戦歌唱楽曲	31.074537
富士急行	31.02935
1998年開業の鉄道駅	30.96381
京浜急行電鉄の鉄道路線	30.82862
部分廃止路線	30.82862
日本のモノレール路線	30.815357
芝山鉄道	30.642887
東京都交通局の鉄軌道事業	30.642887
列車種別	30.642887
言葉を濁した記述のある記事 (誰2)/2014年1月-6月	30.608257
1967年開業の鉄道駅	30.605785
日本の鉄道駅 せ	30.605785
ホテル	30.547071
東京都のホテル	30.547071
東急グループ	30.547071
日本語の姓	30.472054
日本の地名	30.472054
TOKIO	30.398876
音楽	30.398876
ライブDVD	30.398876
東京湾	30.388931
東京都の観光地	30.388931
大田区の建築物	30.388931
ガラス建築	30.388931
円形建築物	30.388931
占領軍が接収した日本の施設	30.388931
言葉を濁した記述のある記事/2014年7月	30.388931
神奈川区の交通	30.381252
航空機の運航	30.366497
空港	30.30047
確認・注意事項があるページ	30.282372
千葉ニュータウン	30.282372
市原市の交通	30.272861
関東地方の道路トンネル	30.258904
交通の画像提供依頼	30.258904
大田区の画像提供依頼	30.258904
京浜急行電鉄の廃駅	30.211624
1971年廃止の鉄道駅	30.211624
東京都の廃駅	30.211624
交通に関する条約	30.185871
航空関連法規	30.185871
言葉を濁した記述のある記事 (いつ)/2014年1月-2月	30.175293
言葉を濁した記述のある記事 (誰2)/2013年1月-6月	30.175293
鉄道	30.175293
日本の鉄道	30.175293
東野交通	30.16544
関東自動車 (栃木県)	30.16544
グッドデザイン賞	30.160032
1901年開業の鉄道駅	30.160032
蒲田	30.160032
箱根駅伝	30.160032
北総鉄道	30.081367
京成グループ	29.988901
東京都中央区の企業	29.988901
関東地方の貸切バス事業者	29.988901
潮来市	29.97462
茨城県の交通	29.97462
水戸市の交通	29.899914
日本のインターチェンジ み	29.899914
茨城県のインターチェンジ	29.899914
ヘリコプター	29.880947
かつて存在した日本の航空会社	29.880947
航空会社	29.880947
一般国道	29.854067
東京都の道路	29.854067
1985年開業の鉄道駅	29.79049
日本の鉄道駅 た	29.786514
東京都交通局の鉄道駅	29.786514
東京都港区の鉄道駅	29.786514
浜松町	29.786514
神奈川県の交通	29.687822
京急グループ	29.687822
2003年設立の企業	29.687822
インターネット接続店舗	29.646673
Yahoo! JAPAN	29.646673
ソフトバンク	29.646673
君津市の交通	29.59671
日本航空のハイジャック事件	29.591623
航空会社の一覧	29.591623
首都圏	29.59085
関東地方の空港	29.59085
検証が求められている記事/2010年7月-12月	29.59085
日立グループの歴史	29.589758
JR東日本グループ	29.589758
名鉄グループの歴史	29.589758
1981年設立の企業	29.589758
日本のモノレール	29.589758
航空宇宙博物館	29.57137
1964年の映画	29.567644
日本のコメディ映画	29.567644
日本のミュージカル映画	29.567644
映画	29.567644
東宝製作の映画作品	29.567644
チケット	29.476553
日本の企業博物館	29.454584
観光	29.454584
1993年竣工の建築物	29.431278
土木学会田中賞	29.431278
斜張橋	29.431278
東京臨海高速鉄道	29.353128
天王洲アイル	29.353128
1992年開業の鉄道駅	29.353128
日本の不動産会社	29.201319
エリアワンセグ放送送信所	29.201319
東京都の放送送信所	29.201319
1987年設立の企業	29.193863
ホスピタリティ関連企業	29.193863
成田市の企業	29.193863
1969年開業の鉄道駅	29.176994
日本の鉄道駅 り	29.176994
甲州市の交通	29.169773
山梨県のインターチェンジ	29.169773
日本のインターチェンジ か	29.169773
中部地方のバス停	29.169773
コンベア880による航空事故	29.145758
日本航空の航空事故	29.145758
木更津市の交通	29.113976
言葉を濁した記述のある記事/2012年	29.106071
大手私鉄・準大手私鉄	29.106071
有料道路事業者	29.106071
言葉を濁した記述のある記事/2013年	29.106071
芙蓉グループ	29.106071
千代田区の企業	29.089046
気象条件が原因の航空事故	29.067139
日本で発生した航空事故	29.067139
DC-8による航空事故	29.067139
東京都区部の公立中学校	28.994629
学校	28.994629
大田区の学校	28.994629
東京湾の島	28.989677
日本の地理	28.989677
東京都の経済	28.989677
東京都区部の地域	28.989677
関東地方の工業団地	28.989677
東京湾の公園	28.9703
大田区の公園	28.9703
登録商標	28.899006
京成バス	28.899006
東京スカイツリータウン	28.899006
東武バス	28.899006
ジェイアールバス関東の路線	28.899006
子供	28.869568
日本の青少年組織	28.869568
大井 (品川区)	28.840525
1965年開業の鉄道駅	28.840525
日本の鉄道駅 こ	28.789867
存命人物	28.70517
調布市の交通	28.686142
京王電鉄バス	28.686142
京王バス東	28.686142
稲荷神社	28.632038
東京都区部の神社	28.632038
戦後の東京	28.623056
1967年の日本の事件	28.623056
日本の新左翼の事件	28.623056
日本の暴動事件	28.623056
東京地下鉄の企画乗車券	28.589958
川崎区の鉄道駅	28.589136
可動橋	28.54506
建築	28.54506
2002年のコンピュータゲーム	28.507938
PlayStation 2用ソフト	28.507938
コンピュータゲーム	28.507938
鉄道シミュレーションゲーム	28.507938
音楽館	28.507938
## 0141	水平投射運動 速度の求め方
被差別部落	271.28527599999995
医学	268.73857599999997
脳神経解剖学	244.414785
脳	173.56527
全国水平社の人物	160.341632
神経解剖学	125.67009900000002
日本の社会運動家	112.44300699999998
日本の歴史学者	93.796301
神経	92.265629
建築計画	82.546355
水平社	81.407149
奈良県出身の人物	79.947335
部落解放同盟の人物	79.703843
神経学	72.319538
武器・兵器	68.923607
力学	68.855986
心理学	55.95819200000001
症候	50.140846
日本の迫撃砲	50.133668
生物学	49.670806
戦前日本の社会運動	49.407397
同和団体	49.407397
日本の歴史	49.407397
人物	47.979315
日本近現代史学者	46.78176
存命人物	46.759170999999995
災害	45.590288
避難	45.590288
災害救助	45.590288
防災	45.590288
防災施設	45.590288
脳神経	44.298134000000005
目	41.97242
組織学	40.754551
睡眠	40.453745
心理学	39.314839000000006
抗てんかん薬	38.821845999999994
医学	38.148493
脳神経外科学	36.14391
眼科学	34.241325
自然哲学者	33.154566
兵器	32.904714999999996
学者	32.519026
日本の政治運動家	32.11825
兵庫県出身の人物	31.5291
大阪府出身の人物	31.379388
立命館大学の教員	30.887813
京都大学出身の人物	30.790761
1934年生	30.786458
日本の中等教育の教員	30.786458
建築	28.937862
測量	28.442547
土地	28.442547
登記	28.442547
軌道	26.086884
食文化	23.830221
食器	23.830221
神奈川県の住宅団地	23.830221
逗子市の地理	23.830221
階段	23.830221
人間行動学	23.55134
アメリカ合衆国の地対空ミサイル	23.29041
ミサイル防衛	23.29041
ヒト眼球解剖学	22.804768
ヒト細胞	22.804768
航空戦術	22.410831
物理学	22.301014
物理化学の現象	22.301014
ルーマニアの歴史	21.832409
ダキア	21.832409
要塞	21.832409
航海術	21.323643
地理技術	21.323643
座標	21.323643
測地学	21.323643
地図学	21.323643
アクションゲーム	20.79322
コンピュータゲーム	20.79322
フリーゲーム	20.79322
反射 (生物)	20.39362
スポーツ科学	20.39362
有機塩素化合物	20.292332
芳香族化合物	20.292332
カルボン酸エステル	20.292332
ヒダントイン	20.292332
有機フッ素化合物	20.292332
抗不安薬	20.292332
ラクタム	20.292332
ベンゾジアゼピン系	20.292332
極地	20.103546
北極の地理	20.103546
緯線	20.103546
北極	20.103546
軍事航空	19.785503
ドイツの軍用機	19.785503
人工衛星の軌道	19.32638
宇宙開発	19.32638
顔	18.863434
3次元映像	18.636417
スルファミン酸	18.529514
気分安定薬	18.529514
薬学	18.529514
テトラヒドロピラン	18.529514
ジオキソラン	18.529514
向精神薬	18.529514
エステル	18.529514
参照方法	18.491035
出典のページ番号が要望されている記事	18.491035
救急医学	18.491035
砲兵	18.257404
弾道学	18.257404
応用物理学と学際物理学	18.257404
軍事学	18.257404
自然科学	18.257404
動力学	18.257404
90mm砲	18.14487
化学兵器	18.14487
対潜迫撃砲	18.119946
陸上自衛隊の群	18.041777
運動 (物理学)	17.499615
野球	17.499615
回転	17.499615
物理学の概念	17.499615
野球に関する記事	17.499615
砲弾	17.414854
感覚	17.067013
対潜兵器	17.003155
水雷兵器	17.003155
生理学	16.902405
哲学の概念	16.902405
夢	16.902405
脳回	16.870728
イスラム科学	16.762268
バスラ出身の人物	16.762268
10世紀の学者	16.762268
11世紀の学者	16.762268
ペルシアの天文学者	16.762268
965年生	16.762268
アジアの紙幣の人物	16.762268
1040年没	16.762268
心	16.643353
反共主義	16.542263
装甲 (車両)	16.473648
流体力学	16.438892
流体機械	16.438892
SF兵器	16.431067
航空作戦	16.421587
1295年生	16.392298
1358年没	16.392298
14世紀の学者	16.392298
パリ大学の教員	16.392298
フランスの哲学者	16.392298
哲学	16.392298
中世ヨーロッパの哲学者	16.392298
1891年生	16.298805
福島県出身の人物	16.298805
1940年没	16.298805
150mm砲	16.248194
戦前の日本共産党の人物	16.191599
1925年没	16.191599
大分県出身の人物	16.191599
1905年生	16.191599
1988年没	16.18679
1902年生	16.18679
1955年生	16.126728
全日本同和会	16.119106
天皇制	16.119106
自由同和会	16.119106
三重県出身の人物	16.071423
1999年没	16.071423
1897年生	16.071423
長寿の人物	16.071423
日本の国政選挙の立候補経験者	16.071423
1895年生	16.05952
1970年没	16.05952
1947年没	16.05873
1877年生	16.05873
滋賀県出身の人物	16.05873
1923年の法	16.049564
1923年の日本	16.049564
大正時代の事件	16.049564
奈良県の歴史	16.049564
日本の右翼の事件	16.049564
犯罪・事件	16.049564
1942年竣工船	16.04127
日本の駆逐艦	16.04127
1927年竣工船	16.04127
ベンソン級駆逐艦	16.04127
1931年没	16.029135
1906年生	16.029135
小人症の人物	16.029135
1949年生	15.972713
在日韓国・朝鮮人	15.972713
韓国・朝鮮近現代史の歴史学者	15.972713
解剖学	15.969801
関節	15.969801
1892年生	15.938095
1987年没	15.938095
奈良県の地方議会議員	15.938095
対戦車擲弾発射器	15.822705
部落解放同盟	15.791959
心の哲学	15.780159
意識研究	15.780159
神経科学	15.780159
衆議院議員 (帝国議会)	15.77374
1993年没	15.77374
日本の政治家	15.77374
日本社会党の衆議院議員	15.77374
浄土真宗の僧	15.77374
福岡県出身の人物	15.77374
福岡県選出の帝国議会議員	15.77374
福岡県選出の衆議院議員	15.77374
1900年生	15.77374
オーストラリアの軍事	15.740604
日本共産党の人物	15.733795
1965年没	15.733795
1899年生	15.733795
写真	15.7013645
撮影技術	15.7013645
映画の規格	15.7013645
映画	15.7013645
航空機の構成要素	15.610281
航空	15.610281
火薬	15.60017
火薬学	15.60017
爆薬	15.60017
1930年生	15.503727
1992年没	15.503727
大阪工業大学の教員	15.503727
宮崎県出身の人物	15.503727
摂南大学の教員	15.503727
1918年生	15.406675
1995年没	15.406675
京都大学の教員	15.406675
大阪経済大学の教員	15.406675
思想史家	15.406675
日本の社会主義	15.406675
愛知女子短期大学の教員	15.406675
池坊短期大学の教員	15.402372
立命館大学出身の人物	15.402372
## 0142	のし袋 書き方
存命人物	49.46962200000001
シングル	49.367661
毎日放送のテレビアニメ	32.872586999999996
キリングループ単独提供番組	32.872586999999996
毎日放送の帯番組	32.872586999999996
毎日放送のテレビミニ番組	32.872586999999996
毎日放送の教養番組	32.872586999999996
漫画	32.527012500000005
テレビ番組	26.6215775
アニメ	24.605625
テレビの冠スポンサー番組	24.575141
日本の小説	21.577178
折り紙	21.182888
東北地方のバラエティ番組	21.182888
東北地方のテレビ冠番組	21.182888
東北地方の深夜テレビ番組	21.182888
日本の文化	21.182888
青森放送のテレビ番組	21.182888
2010年のテレビ番組 (日本)	21.182888
テレビ岩手の番組	21.182888
縁起物	21.182888
文学	19.017767
東京都出身の人物	16.497154000000002
日本の公立小学校	16.48638
同名の学校	16.48638
教育	16.475454
声優	16.440416
日本の女性声優	16.440416
資生堂のコマーシャルソング	16.420095000000003
ご当地検定	16.359789499999998
NHKの子供向け番組	16.349643999999998
学校放送	16.349643999999998
1944年生	16.319873
同名の地名	16.314251
日本の歴史	16.312081
アニメ作品 き	16.308179000000003
日本のオリジナルテレビアニメ	16.308179000000003
食文化	16.2848535
日本のオルタナティヴ・ロック・バンド	16.24288
音楽	16.24288
日本の歌手グループ	16.24288
日本の漫画家	16.238148000000002
学校	16.2324345
コンピュータゲーム	16.1657535
野外活動	15.311127
企業	15.311127
ケーキ	15.311127
洋菓子	15.311127
燕市の企業	15.311127
調味料	15.311127
継続中の作品	15.311127
気象情報番組	15.311127
日本の登山用品メーカー・ブランド	15.311127
テレビ番組	15.311127
SOLiVE24	15.311127
格闘技	15.311127
WWEのユニット	15.311127
1690年生	15.311127
日本の国家資格	15.311127
整理が必要な項目	15.311127
鎖鎌術	15.311127
薙刀術	15.311127
江戸時代の武士	15.311127
大垣藩の人物	15.311127
剣客	15.311127
1776年没	15.311127
狩猟	15.311127
袋	14.576842
防災	14.576842
防災用品	14.576842
災害	14.576842
ポルトガルの島	13.981034
大西洋の地形	13.981034
北大西洋の島	13.981034
ヨーロッパの島	13.981034
マカロネシア	13.981034
生物地理学	13.981034
剣術	13.981034
日本刀	13.981034
竹	13.981034
スペインの島	13.981034
カーボベルデの島	13.981034
アフリカの島	13.981034
フジテレビのローカル番組	12.848617
フジテレビのバラエティ番組	12.848617
フジテレビの情報・ワイドショー番組	12.848617
フジテレビの深夜番組	12.848617
日産自動車一社提供番組	12.848617
言葉を濁した記述のある記事 (誰2)/2014年7月-12月	12.848617
2004年のテレビ番組 (日本)	12.848617
教師を主人公とした小説	10.788589
映画	10.788589
1973年の小説	10.788589
東北新社製作の映画	10.788589
漫画のスピンオフ作品	10.788589
美馬市	10.788589
四国地方のマスコット	10.788589
キャラクター	10.788589
日本の児童文学	10.788589
2000年代の特撮作品	10.788589
