## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
日本の歯科医師	12.494201,0.5059455282900641
日本の女性声優	12.881691,0.511042754415295
経済産業研究所の人物	12.258752,0.5152990815417674
アメリカ合衆国の弁護士	14.786448,0.5294351909121178
NTTの人物	12.020825,0.5175815622936037
議員連盟	59.501408,0.7303644999809479
リン酸エステル	12.881691,0.5223015260631
日本の新聞	12.644399,0.5221318203420041
日本の貿易立国論者	12.494201,0.52504335855926
日本の引揚者	13.0236,0.5292703400909775
生物学	26.426933,0.5951860425240054
日本の行政	14.859,0.5438275483375793
京都大学出身の人物	65.934121,0.7756388216116065
日本国際フォーラムの人物	37.397352,0.6484743026297167
農業協同組合	14.789358,0.5484997518990735
構造改革特別区域	14.859,0.5518111426460968
京都大学の教員	40.889323000000005,0.6703960548125286
新しい歴史教科書をつくる会の人物	12.644399,0.5444601201504788
日本の農学者	14.985994,0.555917258048499
日本の閣僚経験者	55.139658,0.7374298482510289
東京大学の教員	39.447788,0.6717632244513031
『表現者』塾の人物	39.11865,0.6747156250352814
富山県出身の人物	40.593352,0.6813748698115124
茨城県出身の人物	38.683842,0.679986338147132
小林よしのり	24.517504,0.6166567658145494
芸術文化勲章受章者	11.967596,0.5609672013634552
平成時代の経済	13.545242,0.5705619022443225
日本の大使	26.402148,0.6290346080615857
日本の雑誌編集者	11.774569,0.5649419073566021
講談社	11.967596,0.5697931541098282
日本の映画監督	12.258752,0.5748721969783569
日本の副大臣経験者	68.6849,0.8303452503429355
経済学者	12.258752,0.5831835133744857
政治家	13.987962,0.592874871399177
新しい歴史教科書をつくる会	12.208569,0.5851119318344193
世界銀行の人物	12.208569,0.5854929229359567
声優	12.881691,0.5891963923953591
法	14.786448,0.5984880132465653
早稲田大学出身の人物	54.691874,0.7779031963258269
医薬部外品	13.201074,0.592753264238175
日本の保守団体	12.208569,0.5890258783923853
歯学	13.201074,0.5944715935070872
化学	12.881691,0.5935731738683127
慶應義塾大学の教員	24.467321,0.6494159766279911
エネルギー	13.667315,0.6019509816529491
書籍	12.258752,0.5977171508249505
日本の経産官僚	27.344081000000003,0.6675293241629832
小泉家	12.248572,0.6027944053878981
長崎県出身の人物	28.965271,0.6780928858775224
日本のジャーナリスト	11.774569,0.6014300462554707
北海道出身の人物	13.201074,0.6089002197616308
日本の闘病記著者	12.698213,0.6070702470088402
日本の地方自治	12.208569,0.6050400597990047
外交官	12.494201,0.6080287484077994
ロシア連邦の州知事	13.987962,0.6164280178099666
日本の財務官僚	26.482163,0.6724022898355602
熊本県出身の人物	27.603566999999998,0.6780928858775224
日本の外交官	12.494201,0.6108956826186122
日本の随筆	11.967596,0.6086801848642501
自由民主党の参議院議員	67.01045500000001,0.8572072426078342
日本の政治評論家	12.494201,0.6154234634772149
栃木県出身の人物	26.475534,0.6808285098101788
自衛隊出身の政治家	13.170393,0.6220915643813825
三重県出身の人物	25.955558,0.679665492861662
日本の歴代内閣	11.910208,0.6171710862780541
徳島県出身の人物	25.660733999999998,0.6789326828094618
日本財団の人物	25.1386,0.677009327040956
角川マガジンズ	11.967596,0.6182617552166686
千葉県出身の人物	25.814792,0.6808285098101788
大連出身の人物	13.0236,0.6263525412951532
奈良県出身の人物	25.221899,0.6810958700282287
自由民主党の人物	39.581289999999996,0.7467918634378333
筋萎縮性側索硬化症に罹患した人物	12.698213,0.6264064375428668
京都府出身の人物	24.752952999999998,0.6808285098101788
文人	12.020825,0.623740629802685
山形県出身の人物	24.033321,0.6808285098101788
平成時代の政治	12.020825,0.6269425757137346
自由民主党	30.032994000000002,0.7174032346613088
満州国出身の人物	13.0236,0.6425073564182482
慶應義塾大学出身の人物	38.099471,0.7555962568229881
日本の国会議員一覧	23.805976,0.6930548113378296
日本青年会議所の人物	13.201074,0.6472252437461896
芳香族アミン	12.881691,0.6539630933499084
横浜国立大学の教員	14.985994,0.6720845121742113
箱根駅伝の人物	13.170393,0.6669981386060365
東京農業大学の教員	12.258752,0.6680340048707561
東海大学の教員	13.0236,0.6738261730232216
佐賀県出身の人物	13.987962,0.6789326828094618
鹿児島大学の教員	12.258752,0.6712289594764518
小樽商科大学の教員	12.258752,0.6720845121742113
成蹊大学の教員	12.258752,0.6727261766975309
早稲田大学の教員	12.258752,0.6734961741255145
83会	13.5403595,0.6797962088135027
東京工業大学の教員	12.020825,0.6725978437928669
中央大学の教員	12.020825,0.6727261766975309
反TPP・脱原発・消費増税凍結を実現する党	29.982103000000002,0.759240913101566
龍馬プロジェクトの人物	12.258752,0.6750336832942766
地方公共団体	14.859,0.6898200284734393
民社党の人物	12.644399,0.6796004875794802
沖縄県出身の人物	12.494201,0.6789326828094618
大阪府出身の人物	12.644399,0.6810958700282287
岡山県出身の人物	12.258752,0.6808285098101788
埼玉県出身の人物	12.258752,0.6808285098101788
高知県出身の人物	11.774569,0.6789326828094618
滋賀県出身の人物	12.020825,0.6808285098101788
愛知県出身の人物	12.020825,0.6808285098101788
鳥取県出身の人物	11.838147,0.6808285098101788
山口県出身の人物	11.774569,0.6808285098101788
日本遺族会の人物	13.170393,0.6879102872323197
日豪関係	13.545242,0.6916169678069272
日本の国会	13.545242,0.6919520096657013
広島市出身の人物	12.494201,0.6896377902250674
福岡市出身の人物	12.494201,0.6896377902250674
岐阜経済大学の教員	13.545242,0.6954014265760746
神戸市出身の人物	11.967596,0.6896377902250674
関東学院大学出身の人物	12.248572,0.7020748622750678
杏林大学の教員	12.644399,0.7069513879958277
徳島文理大学の教員	12.020825,0.7069513879958277
時事通信社の人物	25.1386,0.7719950051083105
日本未来の党の人物	26.936891000000003,0.7856587260123743
ピリミジン	12.881691,0.7202684274262688
衆議院解散	12.020825,0.7177442603312937
インディアナ州の人物	12.208569,0.7188253148338668
安倍晋三	11.910208,0.7174202757292655
平成時代の内閣	11.910208,0.7190776697620169
プリンストン大学の教員	12.208569,0.7206197378845324
東京国際大学出身の人物	12.258752,0.7222134106843469
アクロスエンタテインメント	12.881691,0.7260342665377085
白百合女子大学出身の人物	11.967596,0.7222134106843469
日本の国会の院内会派	12.881691,0.731280021743065
マサチューセッツ工科大学の教員	12.208569,0.7284266562515878
民主党の参議院議員	39.205976,0.8582766834800336
民主党の国会議員	23.805976,0.7866670491945777
日本維新の会の国会議員	25.311320000000002,0.7943670234744131
幻冬舎	12.258752,0.7321661887052358
次世代の党の国会議員	24.332348,0.7900357879420057
スタンフォード大学の教員	12.208569,0.732704419740385
松下政経塾の人物	12.020825,0.7327240273967381
コロンビア大学の教員	12.208569,0.734676944015775
福岡歯科大学出身の人物	12.494201,0.7369447986920821
大妻女子大学の教員	14.985994,0.7502966600699206
マサチューセッツ工科大学出身の人物	12.208569,0.7430734192617042
アマースト大学出身の人物	12.208569,0.7473511827505016
ケンブリッジ大学出身の人物	12.208569,0.7480581479139675
グロービス経営大学院大学の教員	12.644399,0.7502966600699206
アイビー・リーガー	12.248572,0.7501304629178137
イェール大学の教員	12.208569,0.751312690916654
オックスフォード大学の教員	12.208569,0.7522275671939299
みんなの党の人物	12.494201,0.7590217793829066
東京農工大学出身の人物	13.981333,0.7766027696211516
徳島大学出身の人物	13.886165,0.7766027696211516
東京外国語大学出身の人物	13.201074,0.7766027696211516
大阪大学出身の人物	12.698213,0.7766027696211516
東北大学出身の人物	12.494201,0.7766027696211516
立命館大学出身の人物	12.644399,0.7785812352347204
獨協大学出身の人物	12.258752,0.7780999868422306
名古屋大学出身の人物	12.020825,0.7774583223189111
九州大学出身の人物	11.774569,0.7779716539375666
日本創新党	12.208569,0.7856753846563738
電通の人物	14.522581,0.7996125602518671
みどりの風の人物	14.44269,0.7995403971800698
鹿児島県選出の参議院議員	40.38295,0.9239969135802469
維新の党の国会議員	12.817119,0.8488271604938271
減税日本の国会議員	12.494201,0.8516396604938272
日本の市区町村長選挙の立候補経験者	12.020825,0.8569320987654321
鹿児島県選出の衆議院議員	39.7838145,1.0
東京教育大学出身の人物	14.985994,0.8751427469135802
比例九州ブロック選出の衆議院議員	39.034378000000004,1.0
比例北関東ブロック選出の衆議院議員	38.734286,1.0
比例南関東ブロック選出の衆議院議員	38.688193999999996,1.0
チアゾール	12.881691,0.8776041666666666
新生党の国会議員	14.44269,0.8939043209876543
明治安田生命保険の人物	12.644399,0.8979494598765432
栃木県の市町村長	12.494201,0.9026201529737408
日本共産党の衆議院議員	13.170393,0.9088194444444444
比例区選出の参議院議員	27.959751,0.9845679012345679
人物	13.201074,0.9166666666666666
住友商事の人物	12.644399,0.9146643518518518
国民新党の国会議員	11.838147,0.9133873456790123
長野県の市町村長	14.522581,0.9269651147303057
栃木県の地方議会議員	26.475534,0.9885416666666667
出典のページ番号が要望されている記事	11.838147,0.9166666666666666
伊藤忠商事の人物	13.0236,0.9234529320987653
商船三井の人物	12.020825,0.9223986196844992
神奈川県の市町村長	12.258752,0.9269651147303057
神奈川県選出の衆議院議員	25.272171999999998,1.0
日立製作所の人物	12.020825,0.9343961272780716
東レの人物	12.020825,0.9357767489711933
住友化学の人物	11.967596,0.9369984567901234
住友金属工業の人物	13.886165,0.9486111111111111
新日本製鐵の人物	11.838147,0.9463541666666666
新進党の衆議院議員	14.44269,0.964891975308642
中川村	14.522581,0.9888888888888888
百科事典的でない内容を含む記事	15.666403,1.0
鹿児島県の地方議会議員	13.170393,0.9885416666666667
茨城県の地方議会議員	12.494201,0.9885416666666667
那須塩原市	12.494201,0.9888888888888888
富山県の地方議会議員	12.258752,0.9885416666666667
三浦市	12.258752,0.9888888888888888
長崎県選出の衆議院議員	14.44269,1.0
三重県の地方議会議員	11.967596,0.9885416666666667
高知県の地方議会議員	11.774569,0.9885416666666667
沖縄県選出の国会議員	13.545242,0.9976851851851851
削除依頼中のページ	11.967596,0.9897119341563786
山形県選出の衆議院議員	13.987962,1.0
栃木県選出の衆議院議員	13.981333,1.0
徳島県選出の参議院議員	13.886165,1.0
茨城県選出の参議院議員	13.545242,1.0
田原市の企業	12.258752,0.9944212962962963
滋賀県選出の衆議院議員	13.201074,1.0
奈良県選出の衆議院議員	13.201074,1.0
人物の画像提供依頼	13.170393,1.0
千葉県選出の衆議院議員	13.170393,1.0
熊本県選出の衆議院議員	12.817119,1.0
大阪府選出の衆議院議員	12.644399,1.0
沖縄県選出の衆議院議員	12.494201,1.0
茨城県選出の衆議院議員	12.494201,1.0
孤立	12.258752,1.0
富山県選出の衆議院議員	12.258752,1.0
内容が過剰となっている記事	11.967596,1.0
比例東海ブロック選出の衆議院議員	11.967596,1.0
三重県選出の衆議院議員	11.967596,1.0
鳥取県選出の参議院議員	11.838147,1.0
高知県選出の参議院議員	11.774569,1.0
比例四国ブロック選出の衆議院議員	11.774569,1.0
## IMINE2-J-083	日米首脳会談
政治	703.199118,
存命人物	689.3458889999998,0.0
各年の政治	545.210676,0.17795473582205698
日米関係	297.02334799999994,0.2054679325016353
日本の政治学者	186.027541,0.31730298331582935
メディア問題	79.57816,0.16119815390343187
地域別の経済	69.224426,0.16092312012587
日中関係	220.724392,0.528336710563605
国際関係研究者	77.140564,0.21360565807898949
1941年	89.424072,0.2535607940722336
20世紀の世界史	65.65684999999999,0.20426292990055891
歴史	164.983068,0.4410493827160494
環境	48.98443,0.18310584085886297
国際関係	68.137962,0.23063014805169754
東京都出身の人物	136.26503,0.3853130258311688
国際経済	58.027218,0.22258505934168882
1961年生	105.119402,0.3492691256761465
2008年の国際関係	58.027218,0.2488584392206314
日本の政治家	122.28760500000001,0.39459050521369166
1961年	54.438084,0.2535607940722336
20世紀の経済史	36.639122,0.21851116990005878
国際会議	31.733189,0.20811904176807872
1972年	51.782883,0.2535607940722336
1883年生	97.72609700000001,0.35519836090676543
1957年	51.464012,0.2535607940722336
マスメディア	38.626717,0.22562540549329935
核兵器	76.774991,0.3103915317665439
第二次世界大戦の国際会議	106.430831,0.38036626200995916
1981年	48.176937,0.2535607940722336
20世紀のヨーロッパ史	63.881437,0.2898567572513598
ノーベル平和賞受賞者	30.597143,0.22184267479306047
国際組織	35.095272,0.23285691573847825
日本の外交政策・対外論	133.304478,0.4553388181066821
役職	34.433678,0.23745229917915517
朝鮮	100.32338299999999,0.3853691210520108
オセアニア	36.639122,0.24607725739097505
日本の軍事	31.179771,0.23495311043317835
軍事顧問	36.547455,0.24717881944444448
1984年	38.217613,0.2535607940722336
平成時代の外交	167.125497,0.5403452187325356
マグサイサイ賞受賞者	32.606472,0.2465823133216368
地域統合	32.585304,0.2533583090725159
ロシア	75.466549,0.35658350396346966
飛行訓練	40.702953,0.2830386446734286
太平洋戦争	137.85447399999998,0.49494402446411434
1959年	37.06865,0.27675779579762794
北アメリカ	36.639122,0.27610079216023187
G20	58.027218,0.3226260059777056
各国の年表	32.189518,0.2666666666666666
1970年	36.70752,0.27675779579762794
東アジア	71.73439400000001,0.35335875208976336
日本の反共主義者	69.02563,0.34850611140557325
日本の閣僚経験者	174.499912,0.5782199256012981
人物	109.44533000000001,0.4444444444444444
空港	59.465343,0.32992703169876325
外交史	31.332586,0.26738683127572016
1982年	35.06446,0.27675779579762794
日本の歴史	93.82400899999999,0.42320987654320985
1978年	33.003315,0.27675779579762794
1986年	32.923714,0.27675779579762794
1976年	32.193398,0.27675779579762794
2009年	31.911243,0.27675779579762794
1983年	31.618584,0.27675779579762794
1967年	30.640263,0.27675779579762794
南アメリカ	36.639122,0.29232022006815844
国際機関	32.585304,0.284667339396709
名数6	33.12544,0.29241979450851524
1966年没	61.178642,0.3617178964216055
1969年生	63.84812,0.36860225085674336
韓国の政治	94.372852,0.44537417703639176
名数3	31.179771,0.29241979450851524
1945年生	62.339783,0.36860225085674336
1972年の政治	51.782883,0.3452477527592244
外交政策	54.082993,0.3527946159356513
現在進行中の選挙	65.403142,0.38409746736754125
冷戦	102.20742800000001,0.4810550675810413
2000年の大韓民国	68.10618199999999,0.40496262530352495
アジアの首都	31.066097,0.31680283101911394
1987年没	48.238194,0.3617178964216055
各年のロシア	36.839832,0.33749560252164773
1917年生	48.238194,0.36860225085674336
1970年の政治	36.70752,0.3452477527592244
1943年のアフリカ	31.480497,0.3348978658663646
1944年生	45.038857,0.36860225085674336
韓国のテレビドラマ	36.03424,0.34703441329000206
2002年の朝鮮民主主義人民共和国	66.85031599999999,0.42273905167733766
1920年生	44.245647,0.36860225085674336
ケベック・シティーの歴史	41.694424,0.36344615986630274
1943年の北アメリカ	41.694424,0.36499090333370837
1978年の政治	33.003315,0.3452477527592244
1986年の政治	32.923714,0.3452477527592244
カサブランカ	31.480497,0.34186398000569773
日中戦争の人物	72.278938,0.4423102647820555
1976年の政治	32.193398,0.3452477527592244
マルタの歴史	32.40094,0.3465352942213947
年表	46.536522,0.38346560846560845
1967年の政治	30.640263,0.3452477527592244
アジア太平洋経済協力	36.639122,0.3619225978467804
1958年没	36.547455,0.3617178964216055
1947年生	39.336437,0.36860225085674336
1983年の小説	46.03168,0.38572311328898984
2002年の日本	66.85031599999999,0.43742911884100305
1994年没	35.761967,0.3617178964216055
フェニキア	31.066097,0.35122741158483717
モロッコの歴史	31.480497,0.35277589353190025
1936年生	37.60332,0.36860225085674336
1948年生	37.281776,0.36860225085674336
日本会議の人物	103.00646199999998,0.529628617314876
インターアクション・カウンシルの人物	37.60332,0.37017266640410657
テヘランの歴史	33.25591,0.3595654353109509
1973年生	36.87469,0.36860225085674336
朝鮮	99.43876799999998,0.5215540040548065
韓国の歴史	32.189518,0.35923603211326305
1913年生	35.761967,0.36860225085674336
韓国の学校法人の理事長	31.618593,0.3600048196730681
1966年生	34.55942,0.36860225085674336
1954年生	34.46621,0.36860225085674336
各年のカナダ	33.177727,0.3660507154313842
2006年没	31.24324,0.3617178964216055
1950年生	33.555237,0.36860225085674336
2008年のアメリカ合衆国	58.027218,0.4285161789659065
スイスを舞台とした作品	46.03168,0.39922230721932866
1939年生	33.49522,0.36860225085674336
フランスを舞台とした作品	46.03168,0.3996882933509802
ベルギーを舞台とした作品	46.03168,0.3996882933509802
1965年生	33.005203,0.36860225085674336
東南アジア	36.639122,0.3776143361786265
1891年生	35.731483,0.3756389347308402
1952年生	31.618593,0.36860225085674336
1999年生	31.129917,0.36860225085674336
1935年生	30.563358,0.36860225085674336
日本のプロパガンダ	40.951443,0.3952691671210116
昭和時代戦後の外交	114.115937,0.5752360211154848
朝鮮民主主義人民共和国の政治	62.786291,0.4498461208130188
南アジア	32.585304,0.3776143361786265
グラミー賞受賞者	30.597143,0.375
南アジア	32.585304,0.3825619321051285
アメリカ合衆国のノーベル賞受賞者	30.597143,0.37916666666666665
アメリカ合衆国の外交	54.082993,0.43952260542939153
1945年に自殺した人物	35.731483,0.39507086616848514
1943年のアジア	33.25591,0.3926306002991858
お笑い芸人	36.87469,0.4015098655202821
レバノン	31.066097,0.38885062936215775
国際連合の職員	48.238194,0.43146829948966015
第二次世界大戦期の政治家	35.731483,0.4014788941048738
沖縄県	55.906887,0.4522345127665179
在日米軍基地	51.984943,0.4453259659748865
1905年の法	35.298393,0.4066294198458159
北朝鮮拉致事件	106.18675300000001,0.5799141927914326
2000年の朝鮮民主主義人民共和国	36.652477,0.4107166619070599
神道政治連盟の人物	34.46621,0.40624156160119756
ソビエト連邦のプロパガンダ	38.626717,0.42102028163761196
2000年の日本	40.951443,0.4268768770640951
欧州連合の外交	33.50195,0.41005780055335195
ベイルート	31.066097,0.4047536867013111
韓国の政治家	68.900369,0.49784676270982475
2010年の日本	34.364517,0.4168133997726106
日本の原子力史	45.59522,0.44879444525233103
2007年の大韓民国	36.652477,0.4281146088794416
2007年の朝鮮民主主義人民共和国	36.652477,0.42826752722337175
太平洋戦争の人物	72.278938,0.5153036886150636
北朝鮮のアナウンサー	31.24324,0.4157438338852452
日韓関係	100.52381600000001,0.5869152871992022
お笑い芸人	69.87989300000001,0.5122064898062318
シベリアの歴史	32.820934,0.4222132817783945
アジアの港町	31.066097,0.4184753964298983
朴正煕	31.618593,0.42147354934662146
日本・アフリカ関係	31.733189,0.42310632319976704
2005年の大韓民国	33.348442,0.4281146088794416
日朝関係史	35.298393,0.4331748511423359
アメリカ合衆国の大使	61.178642,0.49699754520144573
朝鮮半島の南北関係	99.43876799999998,0.5904667567046573
朝鮮民主主義人民共和国の二国間関係	31.332586,0.4253948124027679
日本の歴代内閣	76.30144100000001,0.5352000343296475
韓国の二国間関係	31.332586,0.4256793008440992
2009年のロシア	36.839832,0.4402677400019053
2004年の大韓民国	31.586561,0.4281146088794416
昭和時代戦前の外交	90.928119,0.5734955663493643
1989年のアメリカ合衆国	32.40094,0.4308520588401524
2007年の日本	35.999794,0.44004002605132897
2006年の日本	35.999794,0.44004002605132897
2009年の日本	34.364517,0.44004002605132897
東南アジア諸国連合	67.70174399999999,0.5215890462287427
1994年の日本	40.301647,0.4554096091063772
1993年の日本	40.301647,0.4554096091063772
アフリカ系アメリカ人	30.597143,0.4342979674967373
テレビ番組	48.98443,0.47947986697186634
ソビエト連邦の国際関係	32.40094,0.4408260235216129
韓国・朝鮮研究者	64.1955,0.5188898018096739
平壌市の建築物	31.481388,0.4392565535871591
クラスノヤルスク地方	32.820934,0.4437641577821954
フランスの国際関係	32.462387,0.44311390147361057
1941年の日本	32.866077,0.44554764329972296
1940年の日本	32.866077,0.44554764329972296
1972年の日本	32.75875,0.44554764329972296
2009年のカナダ	33.177727,0.44953087522683755
日本のジャーナリスト	65.19968300000001,0.5282848984431455
昭和時代戦後の政治	68.52071699999999,0.5388063666127395
ロシアの工作活動	38.626717,0.46742683167290916
レバノンの都市	31.066097,0.44910388173100285
東京大学の教員	84.375294,0.584643555203243
2008年のテレビドラマ	48.98443,0.49408273566324085
SBSドラマスペシャル	36.03424,0.4615761546947338
1997年の日本	32.820934,0.4554096091063772
1972年の中華人民共和国	32.75875,0.45555962855151344
ポーランドの国際関係	32.462387,0.45497185416870795
日本のタレント	36.87469,0.4665463687235654
航空母艦	40.702953,0.4794667295828331
日本の内閣総理大臣	107.80101299999998,0.6543304372451506
自由民主党の衆議院議員	138.76842899999997,0.7567536183015301
共産主義	38.626717,0.4997003141534392
経済	36.639122,0.49479166666666663
戦後日本の政治	31.179771,0.5090022183641976
ソビエト社会主義共和国連邦	32.40094,0.5227194499504653
第二次世界大戦後の昭和時代	35.761967,0.5369391857987328
講談社の歴史	40.951443,0.5577129167222349
1972年の楽曲	51.73471,0.5959247331929837
李氏朝鮮の国際関係	35.298393,0.5411851997505891
長野県出身の人物	75.284847,0.679986338147132
在ポーランド大使	37.281776,0.5518876602066866
日本の引揚者	30.640263,0.5292703400909775
アメリカ合衆国の弁護士	30.597143,0.5294351909121178
大邱広域市出身の人物	31.618593,0.5332534671946181
自由民主党総裁	72.06952999999999,0.6751600955856236
アイルランド系アメリカ人	30.597143,0.5337564935477315
韓国の外交官	37.281776,0.557994380858482
日欧関係	33.50195,0.5455768342287761
上智大学出身の人物	77.140564,0.6998962659719047
大阪市出身の人物	63.84812,0.6550775891632372
1974年竣工の建築物	31.481388,0.5434923587693059
戦後日本の外交	31.179771,0.5451247547058374
フランス領インドシナ	32.866077,0.5521612857742341
ドイツの国際関係	32.462387,0.5522448523948331
北朝鮮の外交官	33.49522,0.557863657328024
日朝関係	66.85031599999999,0.6755153959793985
日中戦争	32.866077,0.5605216141585672
国立国会図書館の人物	45.038857,0.6027779702820961
韓国の大使	37.281776,0.5786913978864103
2010年のテレビドラマ	36.03424,0.5751903411255905
平成時代の内閣	76.30144100000001,0.7181769850965934
アメリカ合衆国の大統領	30.597143,0.5618025287157473
北朝鮮の政治家	33.49522,0.5728929724854217
アメリカ合衆国空軍基地	59.465343,0.664367579653127
都道府県旗	55.906887,0.6523825303587909
日露戦争の人物	36.547455,0.5867782598594685
ヴァイマル	32.462387,0.5726469489322427
中韓関係	69.81266500000001,0.7034814729725922
週刊文春	40.951443,0.6078885411903673
安倍晋三	70.466004,0.7165313420278377
札幌大学の教員	63.84812,0.6945356885145176
日本の外交官	39.336437,0.6108956826186122
南進論	32.866077,0.5914564594062736
太平洋戦争の作戦と戦い	46.536522,0.6403453986787491
クラスBの空港	59.465343,0.6853265853623685
内閣総理大臣夫人	54.04063,0.6682489206716639
韓国の大統領	31.618593,0.5912949785347762
平成時代の政治	40.951443,0.6261574074074074
競馬	36.87469,0.6126826131687242
ソウル大学校出身の人物	37.281776,0.6150537980109739
日本・カンボジア関係	32.866077,0.6013190316516791
日本・東南アジア関係	32.866077,0.603506626911548
日本の外務大臣	71.49345,0.737468404751018
日本の領有権問題	32.820934,0.6040196927665098
日本の戦後処理	32.9899,0.6063146538163561
バラク・オバマ	30.597143,0.5992327572832974
アメリカ合衆国の条約	35.298393,0.6156853917800259
社会科学	34.433678,0.6128472222222222
カナダ	33.177727,0.6120208011831276
アメリカ合衆国	32.40094,0.6120208011831276
ロンドンを舞台とした小説	46.03168,0.6606562452370065
動物	31.129917,0.6101918161651234
河南省出身の人物	30.563358,0.6117916237997257
マサチューセッツ州の人物	61.178642,0.7179338610730072
ものまねタレント	36.87469,0.636028592249657
アナウンサー	31.24324,0.61836528349337
千葉県出身の人物	48.238194,0.679986338147132
日本の経産官僚	44.245647,0.6675293241629832
毎日新聞社の歴史	40.951443,0.6561887498888634
ウィスコンシン大学の教員	61.178642,0.7275209373253569
京都大学出身の人物	75.06791999999999,0.7756388216116065
専修大学の教員	45.038857,0.6723720421810699
都道府県民歌	51.73471,0.6964643406588172
徳島大学の教員	43.585327,0.6703960548125286
丹東出身の人物	30.640263,0.6255790609282121
日本の農林官僚	35.761967,0.6437991842328457
特攻	36.547455,0.6472842027366096
関西学院大学の教員	43.585327,0.6726604295267491
日本の大使	30.640263,0.6290346080615857
青森県出身の人物	45.038857,0.679986338147132
京都市出身の人物	39.336437,0.6626121536113017
早稲田大学出身の人物	72.16274,0.7779031963258269
日本国際フォーラムの人物	34.46621,0.6484743026297167
日本の国連大使	48.238194,0.6962492964236496
ホノルル出身の人物	30.597143,0.6365283175837017
中国共産党の人物	30.563358,0.6389078481607082
国会議員政策担当秘書	31.69952,0.6471495357669054
中華人民共和国の政治	32.75875,0.6567175611802676
佐久大学信州短期大学部の教員	43.585327,0.6945356885145176
日仏関係	32.866077,0.6587579065691205
日露関係	32.820934,0.6592590901729919
慶尚南道出身の人物	37.281776,0.6768284536465478
イギリス・イラン関係	33.25591,0.6657705421953588
明海大学の教員	45.038857,0.7077374203389345
著名な犬	31.129917,0.6597038698131001
茨城県出身の人物	36.87469,0.679986338147132
岩手県出身の人物	36.547455,0.679986338147132
福島県出身の人物	35.761967,0.6781705659706346
静岡県立大学の教員	33.555237,0.6718913966049382
たけし軍団	36.87469,0.6840498667552583
日比関係	35.298393,0.6805299266816542
福岡県出身の人物	34.55942,0.6780928858775224
平安南道出身の人物	33.49522,0.6744851204084743
明治時代の外交	35.298393,0.681792403794575
東シナ海	31.49884,0.6689763489591273
アメリカ合衆国・イラン関係	33.25591,0.6761826006658663
漫画を原作とするテレビドラマ	36.03424,0.6864686928440786
愛媛県出身の人物	33.005203,0.6780928858775224
拓殖大学の教員	30.640263,0.6718913966049382
日越関係	32.866077,0.6799162506985723
中国人民解放軍の軍人	30.563358,0.6722729064262307
早稲田大学の教員	30.640263,0.6726604295267491
独仏関係	32.462387,0.6795915137745769
北朝鮮核問題	33.12544,0.6843159646745718
沖縄県出身の人物	30.936932,0.6780928858775224
国際連合総会オブザーバー	32.606472,0.6841772762345679
自由民主党	40.951443,0.716504857194872
独波関係	32.462387,0.6872536937014174
駒沢女子大学の教員	31.69952,0.6849227769918839
日本の条約	35.298393,0.7070876058518591
松本歯科大学の教員	31.69952,0.6945356885145176
南洋協会の人物	35.731483,0.7128757306822474
イングランド系アメリカ人	30.597143,0.6959670543743333
メリーランド州の軍用飛行場	59.465343,0.8039598336762688
日本総合研究所の人物	39.336437,0.7399293704774244
田中角栄	32.75875,0.7165313420278377
鳩山由紀夫	34.364517,0.7252839160430546
沖縄県の音楽	51.73471,0.7910714115607377
東亜同文会の人物	35.731483,0.7345358820594521
昭和研究会の人物	35.731483,0.738517873814608
アメリカ施政権下の小笠原諸島	35.761967,0.7401137302687172
小泉純一郎	31.69952,0.7252839160430546
沖縄県	55.906887,0.8196282111957481
SBIホールディングス	40.951443,0.7655025077160492
セヌリ党の政治家	31.618593,0.7319213498799725
A級戦犯容疑者	35.731483,0.7490149090265907
日本の商工官僚	44.245647,0.7814365077277403
太田プロダクション	33.005203,0.7415186968330856
週刊新潮の連載小説	46.03168,0.7892081682162272
奥州安倍氏	34.46621,0.7471338678432622
岸信介	34.46621,0.752765459443451
福田康夫	37.60332,0.7673073071038686
アイビー・リーガー	30.597143,0.7491973264523955
佐藤栄作	31.179771,0.752765459443451
日本の大臣政務官経験者	30.936932,0.7554782235939643
アメリカ施政権下の沖縄	35.761967,0.7756951912770985
鹿児島県の歴史	35.761967,0.775949763535417
東京大学出身の人物	35.761967,0.7770059912503811
NHKのスペシャルドラマ	48.98443,0.8276668595679011
成蹊大学出身の人物	34.46621,0.7771341634040161
戦前日本の農林官僚	35.761967,0.783453303662049
貴族院議長	35.731483,0.7840561260941277
中央大学出身の人物	33.555237,0.7771341634040161
北方領土	32.820934,0.7784810710367929
国会決議	31.179771,0.7745870484682211
韓国のカトリック教会の信者	37.281776,0.798626287624246
近衛家	35.731483,0.7930726532135915
維新の党の人物	30.936932,0.7763538284941319
中央学院大学出身の人物	30.936932,0.7776148089801479
貴族院公爵議員	35.731483,0.7951487829139986
日本の厩務員	36.87469,0.8003790978943334
日本の海軍大臣	36.547455,0.8050707620234002
毎日新聞社の人物	30.640263,0.7854897647240003
コスモ石油の人物	37.60332,0.823381231682321
自由民主党幹事長	34.46621,0.8185356652949245
大日本帝国海軍将官	36.547455,0.8321027165516621
産経新聞の人物	34.55942,0.8251691047900894
竜兵会	33.005203,0.8214075667692298
