## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
専修大学の教員	45.038857,0.6723720421810699
1941年の日本	32.866077,0.5092999630074176
1940年の日本	32.866077,0.5092999630074176
ソビエト連邦の国際関係	32.40094,0.5037407530513424
沖縄県	55.906887,0.8196282111957481
1972年の日本	32.75875,0.5092999630074176
日本の経産官僚	44.245647,0.6675293241629832
平壌市の建築物	31.481388,0.4975291118525504
青森県出身の人物	45.038857,0.679986338147132
2009年のカナダ	33.177727,0.5215059870827617
平成時代の政治	40.951443,0.6261574074074074
アフリカ系アメリカ人	30.597143,0.4873972304780776
韓国の大使	37.281776,0.5786913978864103
1972年の中華人民共和国	32.75875,0.5183958846678183
ポーランドの国際関係	32.462387,0.5150309509520543
1997年の日本	32.820934,0.5229649346437916
日本の外交官	39.336437,0.6108956826186122
徳島大学の教員	43.585327,0.6703960548125286
関西学院大学の教員	43.585327,0.6726604295267491
ソビエト社会主義共和国連邦	32.40094,0.5227194499504653
南アジア	32.585304,0.525462962962963
戦後日本の政治	31.179771,0.5090022183641976
レバノンの都市	31.066097,0.5076087450941168
2010年のテレビドラマ	36.03424,0.5751903411255905
日欧関係	33.50195,0.5455768342287761
日露戦争の人物	36.547455,0.5867782598594685
沖縄県の音楽	51.73471,0.7910714115607377
明海大学の教員	45.038857,0.7077374203389345
毎日新聞社の歴史	40.951443,0.6561887498888634
北朝鮮の外交官	33.49522,0.557863657328024
大邱広域市出身の人物	31.618593,0.5332534671946181
佐久大学信州短期大学部の教員	43.585327,0.6945356885145176
フランス領インドシナ	32.866077,0.5521612857742341
ソウル大学校出身の人物	37.281776,0.6150537980109739
ドイツの国際関係	32.462387,0.5522448523948331
日本の引揚者	30.640263,0.5292703400909775
アメリカ合衆国の弁護士	30.597143,0.5294351909121178
日中戦争	32.866077,0.5605216141585672
レバノン	31.066097,0.5368441358024691
1974年竣工の建築物	31.481388,0.5434923587693059
アイルランド系アメリカ人	30.597143,0.5337564935477315
北朝鮮の政治家	33.49522,0.5728929724854217
戦後日本の外交	31.179771,0.5451247547058374
京都市出身の人物	39.336437,0.6626121536113017
ヴァイマル	32.462387,0.5726469489322427
ものまねタレント	36.87469,0.636028592249657
アメリカ合衆国の条約	35.298393,0.6156853917800259
共産主義	38.626717,0.6659468694885362
南進論	32.866077,0.5914564594062736
アメリカ合衆国の大統領	30.597143,0.5618025287157473
特攻	36.547455,0.6472842027366096
日本・カンボジア関係	32.866077,0.6013190316516791
日本・東南アジア関係	32.866077,0.603506626911548
競馬	36.87469,0.6578472222222222
日本の領有権問題	32.820934,0.6040196927665098
日本の戦後処理	32.9899,0.6063146538163561
日本の農林官僚	35.761967,0.6437991842328457
自由民主党	40.951443,0.716504857194872
韓国の大統領	31.618593,0.5912949785347762
経済	36.639122,0.6597222222222222
NHKのスペシャルドラマ	48.98443,0.8276668595679011
週刊新潮の連載小説	46.03168,0.7892081682162272
慶尚南道出身の人物	37.281776,0.6768284536465478
茨城県出身の人物	36.87469,0.679986338147132
日本国際フォーラムの人物	34.46621,0.6484743026297167
日本の商工官僚	44.245647,0.7814365077277403
バラク・オバマ	30.597143,0.5992327572832974
たけし軍団	36.87469,0.6840498667552583
岩手県出身の人物	36.547455,0.679986338147132
福島県出身の人物	35.761967,0.6781705659706346
河南省出身の人物	30.563358,0.6117916237997257
漫画を原作とするテレビドラマ	36.03424,0.6864686928440786
社会科学	34.433678,0.6666666666666666
日比関係	35.298393,0.6805299266816542
カナダ	33.177727,0.6527777777777778
明治時代の外交	35.298393,0.681792403794575
日本総合研究所の人物	39.336437,0.7399293704774244
福岡県出身の人物	34.55942,0.6780928858775224
丹東出身の人物	30.640263,0.6255790609282121
京丹後市	51.984943,0.9125857338820301
アメリカ合衆国	32.40094,0.6527777777777778
動物	31.129917,0.6553819444444444
アナウンサー	31.24324,0.6670123456790125
日本の大使	30.640263,0.6676109689697782
静岡県立大学の教員	33.555237,0.7137123521090533
平安南道出身の人物	33.49522,0.7136852709190671
日仏関係	32.866077,0.7051983239026062
中華人民共和国の政治	32.75875,0.7038524540276715
国会議員政策担当秘書	31.69952,0.6895642832647461
ホノルル出身の人物	30.597143,0.6743082275948787
日露関係	32.820934,0.7056743698559669
イギリス・イラン関係	33.25591,0.7121281185699586
SBIホールディングス	40.951443,0.8203773148148147
中国共産党の人物	30.563358,0.6767980349079789
愛媛県出身の人物	33.005203,0.7178575037930748
南洋協会の人物	35.731483,0.7579851812976658
アメリカ合衆国・イラン関係	33.25591,0.7232300990226335
日本の条約	35.298393,0.7578291614613952
日越関係	32.866077,0.7278935613854596
北朝鮮核問題	33.12544,0.732864509040052
著名な犬	31.129917,0.7053007973251029
独仏関係	32.462387,0.7269575617283949
国際連合総会オブザーバー	32.606472,0.7326215277777777
東シナ海	31.49884,0.7176589556184271
東亜同文会の人物	35.731483,0.780814005496015
独波関係	32.462387,0.7351279578189299
沖縄県出身の人物	30.936932,0.7178575037930748
松本清張の小説	46.03168,0.9301503677030939
拓殖大学の教員	30.640263,0.7137123521090533
中国人民解放軍の軍人	30.563358,0.7132415337791496
早稲田大学の教員	30.640263,0.7145364261831275
駒沢女子大学の教員	31.69952,0.7299457626028806
鳩山由紀夫	34.364517,0.768338480868331
昭和研究会の人物	35.731483,0.789051283801706
福田康夫	37.60332,0.8162681362181252
アメリカ施政権下の小笠原諸島	35.761967,0.7930974257770163
A級戦犯容疑者	35.731483,0.7939117740163262
松本歯科大学の教員	31.69952,0.7401888181584362
田中角栄	32.75875,0.7598724326529738
イングランド系アメリカ人	30.597143,0.7343258101851851
奥州安倍氏	34.46621,0.792816902281746
岸信介	34.46621,0.7997193107723091
東京大学出身の人物	35.761967,0.8253095421810698
小泉純一郎	31.69952,0.768338480868331
太田プロダクション	33.005203,0.790965861839849
アメリカ施政権下の沖縄	35.761967,0.8312498434285983
鹿児島県の歴史	35.761967,0.8315657146958265
戦前日本の農林官僚	35.761967,0.8332340975295279
韓国のカトリック教会の信者	37.281776,0.855609419397903
セヌリ党の政治家	31.618593,0.7782013487011316
日本の厩務員	36.87469,0.8535089925316262
貴族院議長	35.731483,0.8394484747023809
成蹊大学出身の人物	34.46621,0.8254468878600821
近衛家	35.731483,0.8443883744855966
貴族院公爵議員	35.731483,0.8488053935055284
日本の海軍大臣	36.547455,0.8628308686465996
コスモ石油の人物	37.60332,0.8796451037022748
中央大学出身の人物	33.555237,0.8254468878600821
佐藤栄作	31.179771,0.7997193107723091
日本の大臣政務官経験者	30.936932,0.8014838991769547
アイビー・リーガー	30.597143,0.7976672435842478
北方領土	32.820934,0.8343535664565012
大日本帝国海軍将官	36.547455,0.8885254032090452
自由民主党幹事長	34.46621,0.8715650720164608
維新の党の人物	30.936932,0.8259531207133057
中央学院大学出身の人物	30.936932,0.8259619341563785
国会決議	31.179771,0.8300630144032919
産経新聞の人物	34.55942,0.8813921563023926
毎日新聞社の人物	30.640263,0.8384338813157292
竜兵会	33.005203,0.8784885152320531
奄美群島の歴史	35.761967,0.9174690295444152
日本の都道府県知事選挙の立候補経験者	30.936932,0.8726146604938271
神戸製鋼所の人物	34.46621,0.9436033950617283
群馬県選出の衆議院議員	37.60332,0.9888888888888888
国民新党の国会議員	30.936932,0.9133873456790123
出典のページ番号が要望されている記事	30.597143,0.9166666666666666
福島県選出の衆議院議員	35.761967,1.0
人物の画像提供依頼	35.761967,1.0
長門市	34.46621,0.9888888888888888
山口県選出の衆議院議員	34.46621,1.0
内容が過剰となっている記事	34.46621,1.0
イリノイ州選出のアメリカ合衆国上院議員	30.597143,0.9676311728395062
イリノイ州上院議員	30.597143,0.9718106995884773
沖縄県選出の衆議院議員	30.936932,1.0
比例九州ブロック選出の衆議院議員	30.936932,1.0
中立的観点に議論ある項目	30.597143,1.0
## IMINE2-J-084	大阪都構想 結果
存命人物	704.980579,
政治	508.128145,0.0
日本の地理	381.02272500000004,0.3947101839795526
大阪府	377.72543299999995,0.45197316904042356
大阪維新の会	308.08901000000003,0.3122817965504168
自治体再編	276.122503,0.732425174065977
地方公務員出身の人物	210.83711599999998,0.4437417719491948
大阪府	195.18030400000004,0.8182480050523543
都市	110.882864,0.08854166666666666
大阪府の地方議会議員	169.914917,0.920657124257866
日本の行政	134.086675,0.5830562125934907
1950年生	121.48171300000001,0.45645331879429574
日本の政治家	123.35397800000001,0.5668981481481481
大阪府出身の人物	133.081673,0.7197476409786522
京都大学出身の人物	132.735188,0.8236410867126771
日本の実業家	100.497455,0.38664907038275415
道路	116.84435,0.6697337962962964
愛知県	110.863823,0.6311111111111112
大阪市出身の人物	115.334492,0.6952594700217192
大阪市	106.827417,0.7883448002400548
政治地理学	63.262519999999995,0.2025051931512917
日本の地域政党	101.01989800000001,0.7338765432098765
行政区画の単位	68.011494,0.27791164962705767
東京大学出身の人物	107.22602800000001,0.8251055928855165
兵庫県出身の人物	98.472532,0.719465690372085
日本の行政区画	91.041584,0.6178982632254719
特別市	68.011494,0.355897266313933
奈良県の地理	104.84089399999999,0.888442371649234
2011年日本の選挙	90.56813,0.7057715310932676
維新の党の人物	97.75648,0.8257176647519433
日本維新の会の人物	97.75648,0.8282124245028326
近畿地方の都市圏	79.665555,0.6335448776278734
大阪市長選挙	93.72201,0.9134027961971665
近畿地方	84.767669,0.7950556728307379
大阪府知事	95.824125,0.9621808156149976
堺市長	89.57620299999999,0.8862915586062529
建築の賞	44.413332,0.2641140156732892
日本青年会議所の人物	74.391414,0.6826858549811385
スポーツアナウンサー	60.693870000000004,0.5001500162196937
日本の政党政治	76.50437099999999,0.7319830354080932
1948年生	55.915867,0.45645331879429574
日本の核武装推進論者	53.550397000000004,0.4414588694093089
日本のタレント	60.03372,0.5419148736973214
関西大学の教員	72.15685500000001,0.7136079014489025
自由民主党の人物	77.42361,0.7930938616326587
日本の都市計画家	64.160201,0.6177238153095708
日本の経産官僚	69.80221800000001,0.704798848367722
反グローバリゼーション	35.811325,0.23864349284693054
日本の総務官僚	65.456612,0.6625006476926868
堺市出身の人物	73.0172,0.7694461909373929
日本の都市計画事業	62.649665,0.626489402488426
現在進行中の選挙	53.550397000000004,0.5053240740740741
経済地理学	27.451195,0.17610074266975306
1959年生	46.299313,0.45645331879429574
アナウンサー	60.693870000000004,0.6670123456790125
1969年生	45.33907,0.45645331879429574
日本の法学者	46.299313,0.47136131725233343
環状道路	41.74583,0.4161207936479231
反共団体	35.420647,0.338190799757738
行政学者	30.04348,0.2708333333333333
学校	46.256752000000006,0.5025462962962963
阪神高速道路	76.098114,0.9206313610968223
日本の都市	29.976906,0.28752656301599094
地域	35.811325,0.375
日本の土木技術者	39.242031,0.425735878291678
1939年生	39.829063,0.45645331879429574
公務員の不祥事	29.771877,0.31843535516451377
1951年生	39.70085,0.45645331879429574
1974年生	39.362312,0.45645331879429574
日本のテーマ史	29.976906,0.3293395677940672
大阪国際空港	75.027595,0.9544488110675298
経営コンサルタント	25.0062,0.27283329727066863
都市地理学	27.451195,0.3125
1972年生	37.42381,0.45645331879429574
都市計画	19.542036,0.21964399018903358
アジアの首都	29.976906,0.3729963143361339
1964年生	35.790405,0.45645331879429574
鉄道	50.223915,0.6625925925925926
1980年生	35.029102,0.45645331879429574
1954年生	34.954422,0.45645331879429574
新潟県	47.51004,0.6311111111111112
日本の労働組合	43.58738,0.5805856748357958
景観学者	24.91817,0.3266742681809413
伊丹市長	70.643967,0.967705406325017
京都府	63.753749,0.8758379999844119
首都	27.451195,0.3743055555555555
環境工学者	24.91817,0.3430130282010888
日本の政治学者	30.04348,0.41554631683670545
政治	23.497923,0.3253561385459533
死刑存置論者	20.33287,0.28189300411522633
都市研究者	18.787685,0.2612847222222222
日本の建築家	40.984445,0.5848334866784541
愛知県の組織	60.539120000000004,0.8594792470421809
建築	45.925754,0.6597222222222222
交通政策	21.472775,0.32765099105816026
日本の科学技術賞	23.014383,0.35201299132585995
人物	45.460546,0.6666666666666666
2014年日本の選挙	49.15105,0.7197620029109332
1958年生	30.04348,0.45645331879429574
道路	19.542036,0.3131614047962238
静岡県出身の人物	48.417465,0.719465690372085
道路交通に関する人物	20.454346,0.3360612215827904
日本の都市圏	20.607086,0.34085988999866634
1949年生	28.544197,0.45645331879429574
大阪市立大学の教員	46.299313,0.7073117458097564
愛知県の政治	60.539120000000004,0.9046423146719248
日本の地方自治	41.772697,0.6483479789144547
大阪府の学校	40.925712000000004,0.6441250000000001
名数5	20.607086,0.3630956667646483
群馬県出身の人物	46.299313,0.719465690372085
1945年生	26.0943,0.45645331879429574
未開業の鉄道	25.106785,0.4451081086391175
日本の賞	23.014383,0.416815615890775
日本維新の会の国会議員	53.550397000000004,0.8409826152227651
鉄道路線	19.542036,0.3779629701074531
1961年生	25.0062,0.45645331879429574
アーチ橋	25.11713,0.4584017312216006
1944年生	24.91817,0.45645331879429574
大阪市の歴史	51.170826000000005,0.8206375530924925
日本の都市計画官僚	39.242031,0.6578428035783179
モダニズム建築	20.15542,0.39511758357012217
日本の交通	21.472775,0.42127026356024233
1962年生	23.27006,0.45645331879429574
静岡大学出身の人物	49.74714,0.8236410867126771
労働	43.58738,0.7395833333333333
全国労働組合総連合	43.58738,0.7533895013255013
日本の国土交通官僚	34.954422,0.6350899122924525
千代田区	43.46511,0.7563139119298696
1999年創刊の雑誌	20.710203,0.4446656668845736
大阪産業大学の教員	39.70085,0.7136079014489025
1995年没	20.454346,0.4472352347628437
1941年生	21.111177,0.45645331879429574
日本の反共主義者	20.33287,0.44727864856833344
広島県出身の人物	39.70085,0.719465690372085
1998年没	19.8845,0.4472352347628437
1913年生	20.454346,0.45645331879429574
愛知県	50.324703,0.8758379999844119
1926年生	19.8845,0.45645331879429574
1953年生	19.873268,0.45645331879429574
静岡市出身の人物	39.362312,0.7311825321978358
日本のその他専門教育を施す学科設置高等学校	26.722027,0.556255151847208
日本の理数に関する学科設置高等学校	26.722027,0.556255151847208
大阪市の文化	43.724586,0.7922806284293552
1984年没	18.787685,0.4472352347628437
1994年没	18.741013,0.4472352347628437
自由民主党	41.772697,0.7678176770265743
政府	33.904144,0.6603009259259259
日本の女性ファッションモデル	35.029102,0.6788931331625799
2006年開業の施設	20.46643,0.4802453122717732
1942年生	18.741013,0.45645331879429574
1899年生	18.787685,0.4651676480665819
被差別部落	20.33287,0.4873941703981689
競艇に関係する人物	35.790405,0.704799685878456
日本共産党	41.772697,0.7883325183475491
2013年日本の選挙	35.689545,0.7057715310932676
東京都出身の人物	20.33287,0.49861763045839047
新潟県	47.51004,0.8777432077819086
日本の地理一覧	20.529457,0.5069789166095108
淀川の橋	44.352878000000004,0.8437569635559555
1943年の法	19.439184,0.5051418351051102
日本の外交官	28.544197,0.6444216795896884
日本の皇室	24.415699,0.5881508603536109
日本の大使	30.101368,0.6674074433098881
ローカル局テレビの年末年始特番	33.109035,0.7173010706018519
大阪府の道路	44.902643,0.8813299751252667
特別区	30.874153,0.6879756718457416
堺市	43.58738,0.8676454260973936
フリーアナウンサー	23.27006,0.5867050325788752
戦時下の日本	19.439184,0.540148821904403
大阪大学出身の人物	39.829063,0.8236410867126771
2006年竣工の建築物	20.46643,0.5631967769742989
平成時代の政治	28.184177,0.6709864738056199
浪速の名橋50選	25.11713,0.6318616924939986
大阪市交通局	41.357275,0.8604083133542768
北海道大学の教員	30.04348,0.7059582806427183
日本の厚生労働官僚	28.544197,0.6915836729943033
法政大学の教員	30.04348,0.7136079014489025
1955年竣工の建築物	20.15542,0.5823255465460557
大阪市長	40.21737,0.8605198643618541
日本の弁護士	20.33287,0.5921205228215994
日本の内務官僚	39.242031,0.8568901148590456
岡山市出身の人物	30.04348,0.7311825321978358
大阪市の橋	43.946690000000004,0.9258500583894622
ニュースアナウンサー	23.27006,0.6414751654651164
1960年竣工の建築物	18.837784,0.5823255465460557
大阪市の地理	38.902785,0.8617296572549915
大阪府の地理	40.438871000000006,0.888442371649234
福岡工業大学出身の人物	35.790405,0.8242131594364426
大阪府知事選挙	45.99717,0.9672771490626428
日本の大学博物館	20.15542,0.6100066691337838
兵庫県	39.33805,0.8758379999844119
競馬アナウンサー	23.27006,0.6545383386738398
兵庫県の地理	39.873148,0.8882544045781894
京都府の地理	39.401105,0.8882544045781894
滋賀県の地理	39.401105,0.8882544045781894
政令指定都市の市役所	35.094532,0.8312324245541839
日本の市町村	20.464527,0.6311111111111112
日本の町・字	20.33641,0.6311111111111112
宝塚市の歴史	35.689545,0.8464092473368913
ローカルニュースキャスター	23.27006,0.6753856852548439
伊藤忠商事の人物	39.829063,0.913107795621142
東京都	19.439184,0.6311111111111112
自由民主党の参議院議員	39.70085,0.9134094489454733
民主党	30.04348,0.7827656598293896
日本の市区町村長選挙	35.689545,0.8635264895602837
金融	23.095196,0.6899305555555555
自動車	21.390987,0.6681481481481482
滋賀県出身の人物	25.0062,0.719465690372085
青森県出身の人物	24.91817,0.719465690372085
書籍	20.710203,0.6612037037037037
関西大学出身の人物	32.456005,0.8252428903392203
大阪府の自動車教習所	21.390987,0.6748796270620784
落語家	18.741013,0.6407777777777779
博物館	20.15542,0.6675631981187536
宝塚市長	35.689545,0.8862915586062529
法	19.439184,0.6621913580246914
岩手県出身の人物	23.459862,0.719465690372085
美術家	18.787685,0.6611111111111112
イングランドの行政区画	34.10735,0.8742655797515623
大阪市の教育	26.722027,0.7739126800411522
兵庫県の政治	35.689545,0.9046423146719248
岡山県副知事	39.70085,0.9611360275205761
1947年に廃止された法	19.439184,0.6833117599002787
イングランドの州	34.10735,0.8900530918451002
箕面市長	39.362312,0.967705406325017
日本の都道府県知事選挙の立候補経験者	32.456005,0.872441717571159
比例区選出の参議院議員	39.70085,0.9732863940329218
山形県出身の人物	21.111177,0.719465690372085
村野藤吾	20.15542,0.7066011354633264
一橋大学出身の人物	28.544197,0.8236410867126771
中之島	35.094532,0.917715634109225
読売テレビのアナウンサー	37.42381,0.9505268025548698
那須塩原市	39.33805,0.9776086676954732
大阪府の行政	35.094532,0.9200323645404662
日本の随筆家	18.741013,0.6970783564517127
元落語家の人物	18.741013,0.6979488168724278
日本のイラストレーター	18.741013,0.6984628129286693
伊丹市の歴史	35.689545,0.9371299511316872
関西テレビの特別番組	33.109035,0.9020163001543209
維新の党の国会議員	28.544197,0.8395218621399176
日本の判例	20.33287,0.7282589562138012
神戸芸術工科大学の教員	21.111177,0.7401888181584362
大阪工業大学の教員	18.787685,0.7137123521090533
大阪市の交通	25.106785,0.8125805898491083
大阪芸術大学の教員	19.873268,0.7401888181584362
大阪府の市町村長	32.456005,0.9169479860320113
京都市	24.415699,0.8063078852547249
日本維新の会	28.184177,0.8686179292766918
中央大学出身の人物	25.0062,0.8254468878600821
日本の都道府県	21.019604,0.7744136088248741
次世代の党の国会議員	25.0062,0.8366538065843621
近畿地方の鉄道路線	25.106785,0.8403987429269546
静岡県の市町村長	28.544197,0.8929676850797187
日本のラグビー選手	20.33287,0.7809469148503785
東京都の歴史	19.439184,0.7747726587505713
廃止された日本の大都市行政区	20.856688,0.805076020947645
吹田市の教育	20.15542,0.7998631115683585
池田市	32.456005,0.9779629629629628
和歌山県知事	30.101368,0.9493147890946501
廃止された日本の法律	19.439184,0.8017646731706578
都ホテルズ&リゾーツのホテル	19.9375,0.8187720389660492
東京都交通局	21.472775,0.8407797050040008
早稲田大学出身の人物	20.33287,0.8262709619341564
大阪府の文化	23.014383,0.8637682898948331
日本の地方自治関連法規	19.439184,0.8230416681125754
淀川区の交通	25.11713,0.9053377914951989
大阪市の区	20.856688,0.8566595221764973
岩手県の市町村長	23.459862,0.8929676850797188
大阪市北区の橋	25.11713,0.9248524484167808
枚方市の高等学校	26.722027,0.9471619108177105
磐田市	28.544197,0.9779629629629628
比例東海ブロック選出の衆議院議員	28.544197,0.9888888888888888
大阪府の消防本部	20.18914,0.8872492283950617
かつて存在した奈良県の企業	23.095196,0.9294933127572016
兵庫県副知事	26.0943,0.9722222222222222
兵庫県知事	26.0943,0.9732623456790123
京都市の地理	19.32788,0.8794608410493827
堺市の地理	20.464527,0.8975308641975308
大和市の地理	20.33641,0.8975308641975309
かつて存在した第二地方銀行・相互銀行	23.095196,0.93774916409465
東大阪市の地理	20.073225,0.8975308641975308
三重県の地理	20.073225,0.8976152584876542
大阪府の博物館	20.15542,0.8993009259259259
和歌山県の地理	20.073225,0.8985468106995884
都島区の学校	21.390987,0.9196727109053497
加古川市の地理	19.799923,0.8975308641975308
明石市の地理	19.799923,0.8975308641975308
大阪市の公立高等学校	26.722027,0.9943415637860082
りそな銀行の前身行	23.095196,0.944065875771605
宇陀市	26.242384,0.9888888888888888
大阪府のマスメディア	20.710203,0.9185931069958847
神戸市の地理	19.799923,0.9078189300411521
大阪市北区の歴史	20.856688,0.9234182098765432
関西大学	20.15542,0.9155034293552812
多摩田園都市	20.33641,0.9187146347736626
奈良県の金融機関	23.095196,0.958275462962963
関西テレビのアナウンサー	23.27006,0.9615020576131688
大阪府の重要文化財	20.15542,0.9187326388888889
大阪市北区の建築物	20.46643,0.9257973251028807
梅田	20.46643,0.9281121399176955
東成区	18.82956,0.9055555555555554
大阪府の公園	21.255253,0.9432484567901235
西淀川区の交通	19.235748,0.9152006172839506
此花区の交通	19.235748,0.9152006172839506
大阪市旭区の学校	19.534725,0.9196727109053497
天王寺・阿倍野	19.9375,0.9281121399176955
大阪府選出の衆議院議員	25.0062,1.0
神奈川県の町・字	20.33641,0.9353652263374485
大阪府の橋	19.235748,0.9230226337448559
現存しない大阪府の建築物	18.837784,0.9175578703703703
大阪市中央区の歴史	18.837784,0.9234182098765432
大阪市中央区の建築物	18.837784,0.9257973251028807
大阪市の商業施設	20.46643,0.9570473251028806
大阪府のホテル	19.9375,0.964224537037037
貝塚市	21.255253,0.9888888888888888
三木市の地理	19.799923,0.9777777777777777
門真市	20.073225,0.9888888888888888
守口市	20.073225,0.9888888888888888
高砂市	19.799923,0.9888888888888888
播磨町	19.799923,0.9888888888888888
稲美町	19.799923,0.9888888888888888
告知事項があるページ	20.33287,1.0
中立的観点に議論ある項目	20.33287,1.0
大阪市の公立小学校	19.534725,0.9943415637860082
## IMINE2-J-085	女子プロゴルフ　結果
存命人物	2966.1205500000005,
日本の女子プロゴルファー	2295.547626,0.023919753086419752
ゴルフ	1886.5312910000005,0.1673610480386588
女子ゴルファー	668.9620170000001,0.6147433562691313
世界ゴルフ殿堂	278.13137299999994,0.4279910812389558
1987年生	237.25963099999998,0.44571822071235323
スポーツ関係者	239.63290999999998,0.48605140331950314
1992年生	198.33933000000002,0.44571822071235323
1988年生	196.104304,0.44571822071235323
ソウル特別市出身の人物	194.819974,0.46278636203155954
アメリカ合衆国のゴルファー	316.24870699999997,0.7646185149032741
1980年生	156.97184299999998,0.44571822071235323
経済現象	40.899433,0.18171961716185636
東京都出身の人物	157.118813,0.48839289837015654
日本のゴルフ	156.919663,0.5232214398261269
1990年生	121.016224,0.44571822071235323
1955年生	118.27083200000001,0.44571822071235323
1976年生	118.05861300000001,0.44571822071235323
ゴルフ解説者	159.208576,0.5496892153899634
1989年生	117.105814,0.44571822071235323
第二次世界大戦後のイギリス	40.899433,0.28760542588305893
埼玉県出身の人物	201.458049,0.7043683948196096
因果	134.82265,0.5397895418239074
学校	118.29520000000001,0.5025462962962963
韓国のゴルファー	235.035664,0.795694642158287
熊本市出身の人物	198.337232,0.7149762247243815
JLPGAツアー	235.615082,0.8151376963544048
1986年生	80.71388999999999,0.44571822071235323
1993年生	79.396153,0.44571822071235323
1939年生	79.36248699999999,0.44571822071235323
1977年生	79.309406,0.44571822071235323
1945年生	79.293567,0.44571822071235323
1969年生	78.963466,0.44571822071235323
1984年生	78.841117,0.44571822071235323
1985年生	78.63225399999999,0.44571822071235323
1963年生	78.596443,0.44571822071235323
1975年生	78.561853,0.44571822071235323
1994年生	78.243393,0.44571822071235323
1983年生	78.10552,0.44571822071235323
1956年生	78.086529,0.44571822071235323
金融	40.899433,0.3666578909522432
女子スポーツに関する組織	39.949028,0.38886275493922423
台中市出身の人物	79.625065,0.4915414951989025
スポーツ用語	40.899433,0.3993253754504006
1967年設立	39.949028,0.3983968415250866
ゴルフ指導者	78.64786699999999,0.4949031802507239
山形県出身の人物	161.303259,0.7043683948196096
イギリスの経済	40.899433,0.41334141239558453
徳島県出身の人物	156.53344499999997,0.7023814694801813
日本のギネス世界記録保持者	41.501934,0.41671721418268615
複数のスポーツで活躍した選手	82.030212,0.5305039544753085
学問	134.82265,0.6666666666666666
1949年生	42.818256,0.44571822071235323
2013年没	38.729973,0.43690751040714065
2008年没	38.64047,0.43690751040714065
1957年生	41.30059,0.44571822071235323
1946年生	40.314735,0.44571822071235323
1981年生	40.13074,0.44571822071235323
1966年生	40.013226,0.44571822071235323
1960年生	39.97635,0.44571822071235323
1954年生	39.726143,0.44571822071235323
1973年生	39.643433,0.44571822071235323
1962年生	39.58958,0.44571822071235323
1972年生	39.543922,0.44571822071235323
1959年生	39.50879,0.44571822071235323
1979年生	39.50647,0.44571822071235323
1967年生	39.378674,0.44571822071235323
1968年生	39.005634,0.44571822071235323
1961年生	38.98602,0.44571822071235323
1982年生	38.979023,0.44571822071235323
1915年生	38.64047,0.44571822071235323
1951年生	38.60988,0.44571822071235323
1974年生	38.586388,0.44571822071235323
1958年生	38.50438,0.44571822071235323
アイルランド系アメリカ人	77.96643599999999,0.5500989918727454
文化功労者	40.104862,0.47644061276506056
LGBTのスポーツ選手	39.356556,0.4764369905085449
ゴルフに関する組織	40.62378,0.48720118951296004
スポーツアナウンサー	39.188705,0.4925029161285617
ゴルフ殿堂	39.2938,0.49494245230010897
沖縄県出身の人物	119.31435400000001,0.7023814694801813
鹿児島県出身の人物	117.828976,0.7023814694801813
女子ゴルフ	38.68904,0.508387781046382
神奈川県出身の人物	116.79329800000001,0.7043683948196096
ゴルフ用語	40.62378,0.5245433599108368
北海道出身の人物	79.052712,0.6272574240814927
韓国のゴルフ	40.071953,0.5378235754481978
レズビアンの人物	39.356556,0.5600489510579554
札幌市出身の人物	77.45124,0.6598852213839353
スポーツに関するギネス世界記録保持者	41.501934,0.5707465277777778
女子ゴルフトーナメント	40.071953,0.5823215008668647
名古屋市出身の人物	78.99632,0.6798528592249656
日本女子メジャー選手権	39.304974,0.5939643347050754
大阪府出身の人物	81.243961,0.7046467062014968
静岡県出身の人物	79.995173,0.7043683948196096
福岡県出身の人物	78.749473,0.7023814694801813
ハワイ州の人物	39.241642,0.604078794399037
日本の音楽に関する学科設置高等学校	39.986095,0.6061593150731082
千葉県出身の人物	79.13797199999999,0.7043683948196096
富山県出身の人物	78.502454,0.7058156140054233
京都府出身の人物	77.774576,0.7043683948196096
デトロイト出身の人物	39.188705,0.6130588479747752
横浜市出身の人物	78.28390300000001,0.7149762247243815
CS放送のテレビ番組	39.296722,0.6197200628000687
広州出身の人物	38.86432,0.6210023678775386
韓国系アメリカ人	79.19624400000001,0.7245231045128909
岡山県の学校	39.986095,0.6441250000000001
熊本県の学校	39.647728,0.6441250000000001
ホノルル出身の人物	39.689774,0.6594781055114184
台湾のゴルファー	79.625065,0.761211591171236
スポーツ	40.62378,0.6675405092592592
京都市出身の人物	40.013226,0.6876769418575435
ゴルフに関する日本の組織	39.949028,0.6875550936940349
メキシコ系アメリカ人のスポーツ選手	41.30059,0.6963546938208892
日本選手権大会	39.173077,0.6948863710514782
福島県出身の人物	39.9977,0.702475877422776
ゴルフ番組	39.296722,0.7022255820463044
熊本県出身の人物	39.286053,0.7023814694801813
鳥取県出身の人物	39.495342,0.7043683948196096
群馬県出身の人物	39.093716,0.7043683948196096
茨城県出身の人物	39.070667,0.7043683948196096
愛知県出身の人物	39.005634,0.7043683948196096
新潟県出身の人物	38.72173,0.7040344211613448
仙台市出身の人物	41.400383,0.7149762247243815
福岡市出身の人物	40.13074,0.7149762247243815
