## IMINE2-J-001	cvs
オープンソース	241.53808900000004,
日本の女性声優	10.94533,0.41549918267032465
日本の作曲家	13.313714,0.4179234473348373
日本文化	30.051319999999997,0.4341736111111111
日本の歴史	16.477444,0.43426041666666665
日本のコメディアン	12.745301,0.4319601698580211
漫画家	27.506278000000002,0.44515817901234567
ボックスコーポレーション	18.045033,0.4411827796849598
剣劇俳優	74.0881465,0.4828244556663972
日本の作詞家	22.629784,0.44821310154870725
日本の写真家	13.313714,0.4457719248987353
日本の子役	12.714965,0.4547848463714021
お笑い芸人	24.981873,0.4658134525163697
江原道出身の人物	14.013863,0.45902196373626897
日本の市町村	25.150981,0.4737399691358025
北海道出身の人物	16.477444,0.469309777360959
満映の人物	9.015826,0.46712546687121176
魚類	38.642011999999994,0.491455078125
日本の舞台俳優	10.07283,0.4702044205023222
テレビ番組	41.311965,0.4967175925925926
文学	39.708926,0.49813464506172833
薙刀術	16.477444,0.48398977427302253
棒術	16.477444,0.48398977427302253
アカマンボウ目	21.462376,0.48890742628927425
宝塚歌劇団37期生	10.07283,0.4828887266593475
神奈川県出身の人物	58.895990499999996,0.5249711016713116
映画	20.943121,0.4959958847736626
コンピュータゲーム	8.892712,0.48935727513227517
日本の撮影監督	9.015826,0.4947789300996973
山岳	14.13205,0.5
千葉県の学校	14.850182,0.5010421458804869
繊維	13.573876,0.5003255208333334
映画監督	21.197426,0.5072858796296297
アイドルを題材としたテレビドラマ	14.205651,0.5027360619333809
鉄道	8.892712,0.5001435185185186
ザ・ドリフターズ	14.013863,0.5044637242894274
神奈川県	14.13205,0.5056873095758941
日本の翻訳家	10.94533,0.5033939920394501
日本のヒップホップ・ミュージシャン	8.892712,0.5029165699500041
時代劇	9.015826,0.5044242278211786
漫画	12.266908,0.5071018518518519
ブルース・ミュージシャン	8.892712,0.5057408335578542
サイレント映画の監督	9.015826,0.5070980724433847
馬主	9.31607,0.5090360878782875
大阪市出身の人物	34.872189000000006,0.5304445301783263
4コマ漫画	12.266908,0.5134629624526421
継続中の作品	12.266908,0.5144192386831276
日本の女性ファッションモデル	26.656349499999997,0.5292467159656333
女装作品	14.205651,0.5213696264483065
日本の小説家	27.506278000000002,0.5342021978847958
演歌歌手	9.31607,0.5202847052664616
京都市出身の人物	23.419304,0.5354899524529216
日本の短編映画	20.943121,0.5351340760594344
日本の詩人	13.313714,0.5305631845259516
東映時代劇	130.154196,0.6243004460569942
音楽家	13.313714,0.5314062500000001
芸能人	19.930344,0.5434027777777778
食文化	12.795228,0.5572916666666666
映画関連の人物	12.1816,0.5573287037037038
ファッション関係者	19.143156,0.5667871093750001
人物	10.07283,0.5833333333333334
NHK紅白歌合戦出演者	9.31607,0.5847038518455578
宝塚歌劇団卒業生	10.07283,0.5934144389386155
茨城県出身の人物	37.633608,0.6232136197988961
千葉県出身の人物	34.135995,0.6232136197988961
名古屋市出身の人物	12.795228,0.6030273896788654
宮城県出身の人物	32.111944,0.6232136197988961
日本のイラストレーター	16.477444,0.6101399632017291
大阪府出身の人物	26.920616,0.6234579912642871
岡山県出身の人物	26.387251,0.6232136197988961
横浜市出身の人物	36.672472,0.6336856260172393
愛知県出身の人物	24.162434,0.6232136197988961
鳥取県出身の人物	23.029689,0.6232136197988961
長崎県出身の人物	20.69952,0.621567938317874
時代劇映画	13.573876,0.6149147574268864
京都府出身の人物	19.1856885,0.6232136197988961
奈良県出身の人物	19.143156,0.6234579912642871
丹沢の山	14.13205,0.6190227056881176
埼玉県出身の人物	16.477444,0.6232136197988961
無名塾	11.683694,0.6190915585871157
日本の映画のシリーズ	13.573876,0.6211625826336835
佐賀県出身の人物	13.649156,0.6215679383178739
落語の演目	18.490452,0.627074091209687
岩手県出身の人物	14.205651,0.6232136197988961
高知県出身の人物	12.266908,0.621567938317874
福岡県出身の人物	11.109421,0.621567938317874
広島県出身の人物	10.94533,0.6232136197988961
静岡市出身の人物	19.930344,0.6336856260172393
滋賀県出身の人物	9.015826,0.6232136197988961
島根県出身の人物	9.015826,0.6232136197988961
歌舞伎役者	28.326173,0.6500354543758371
神戸市出身の人物	10.94533,0.6336856260172393
日本のジャズ・ミュージシャン	13.313714,0.6381579363721168
霊を題材とした漫画作品	12.266908,0.6387299166037058
過去の劇団俳優座所属者	9.015826,0.6358392094771534
吉本興業	12.266908,0.6463155565766224
東京俳優生活協同組合	14.205651,0.6490496423697599
少女漫画雑誌掲載漫画	10.07283,0.6456823206592629
共同テレビのテレビドラマ	28.411302,0.6682262182089324
ヤクザ映画の俳優	41.2404395,0.6864537579146491
大沢事務所	10.94533,0.6594475906286021
まんがタイム	12.266908,0.6612762850577582
コント55号	19.143156,0.6691763997985891
横山やすし・西川きよし	12.266908,0.6632743561384395
時代小説	10.07283,0.6628345326758908
コミック乱	10.07283,0.6665962406628317
日活ロマンポルノの男優	10.94533,0.6704386333372797
剣戟俳優	9.015826,0.6693978788400541
桃太郎電鉄シリーズ	8.892712,0.6698160317520006
フジテレビのテレビドラマ	14.205651,0.6809170096261161
バップ	10.1789055,0.6788982875542259
松竹歌劇団出身の人物	12.1816,0.6822861031394762
浄土宗の寺院	14.205651,0.6879044757022295
小説を原作とする映画	13.573876,0.6923556916151109
東映の俳優	75.6641295,0.7588884139078726
東海道	16.477444,0.7257040999700864
笑点	10.1789055,0.720278735759321
東北福祉大学出身の人物	19.930344,0.7394795128023309
多摩美術大学出身の人物	19.930344,0.7408861579819433
日活ロマンポルノの女優	25.150981,0.7487843804960477
千葉県の画像提供依頼	14.850182,0.7428726794919193
日本の国政選挙の立候補経験者	14.013863,0.7426794130622711
放送大学出身の人物	10.94533,0.7394833816598555
マキノ・プロダクションの人物	9.015826,0.7375056640234284
日本のジャズ歌手	9.31607,0.7393677854417317
吉本新喜劇	12.266908,0.7432287489595832
東宝の俳優	53.02283299999999,0.7872701424164806
豊橋市の交通	16.477444,0.7522452227175734
ハッスルの人物	12.714965,0.7483448101865245
俳優	16.477444,0.7530776105967079
特攻隊員	9.015826,0.7474424174234229
川越市の交通	10.94533,0.7522452227175734
豊橋市の歴史	16.477444,0.7597797728022355
東坊城家	12.266908,0.7554265406311621
PlayStation用ソフト	8.892712,0.7519169561033591
大映の人物	9.015826,0.7526439597242761
荒川の橋	10.94533,0.7572502943083416
百鬼夜行シリーズ	12.714965,0.7599014043753508
ピラニア軍団	10.1789055,0.7589252877741101
東映の人物	40.621354000000004,0.7958148449891224
大映の俳優	21.282734,0.7825505703256724
日曜劇場	16.921131,0.778265114925574
テレビ朝日の時代劇	18.090488,0.7816254482609417
日活の俳優	22.339738,0.7867892919665119
東映テレビ時代劇	27.106314,0.796233721195425
東亜キネマの俳優	19.088656,0.7900634136391568
フジテレビの時代劇	9.015826,0.7797600118587371
倉本聰脚本のテレビドラマ	9.015826,0.7814569935739776
東京都中央区の町名	16.477444,0.7898193144482132
日活の人物	18.031652,0.7920299871374057
新宿区を舞台とした作品	14.205651,0.7894027411672271
日本の推理小説のシリーズ	10.07283,0.7852286234900566
山本周五郎原作のテレビドラマ	25.936957,0.8020431730377654
新東宝の俳優	14.205651,0.7930460810685297
フジテレビ火曜9時枠の連続ドラマ	14.205651,0.7956772128272175
東日本旅客鉄道の鉄道橋	10.94533,0.7957134871507181
松竹の人物	13.573876,0.8036456836004477
横溝正史	23.646706000000002,0.8221290990354673
テレビ番組	16.921131,0.8164095686156836
柳河藩	16.477444,0.8346240428514758
神奈川県を舞台とした作品	12.714965,0.8330156482857455
三河吉田藩	16.477444,0.8375911524118503
関東地方のご当地ラーメン	12.795228,0.8345584232497189
さいたま市の建築物	10.94533,0.8326251699168508
日本のファンタジー作家	18.490452,0.8420880103282865
熊本藩	16.477444,0.8426713959470497
第二院クラブの国会議員	12.266908,0.8427281210407619
山本周五郎の小説	16.921131,0.8483234808593061
東京都の寺	14.205651,0.8534779483527406
埼玉県の橋	10.94533,0.8537015201215933
山形県の市町村	14.205651,0.8644522195572296
大分県の市町村	10.94533,0.8723909165499248
千葉県の公立小学校	14.850182,0.8791773372604211
小金井市	14.205651,0.8950701410322359
新興キネマの人物	9.015826,0.9001956741898148
相模原市緑区の地理	14.13205,0.9083060473346288
さいたま市西区の交通	10.94533,0.9191818606157596
千葉県の麺料理	12.795228,0.9289243925397233
川越線	10.94533,0.9349709599731427
袖ケ浦市	27.64541,0.9582380258344764
西村山郡	14.205651,0.9779629629629628
新興キネマの俳優	9.015826,0.9743425925925925
姫島村	10.94533,0.9779629629629628
河北町	14.205651,0.9818325617283947
大阪府選出の参議院議員	12.266908,0.9928240740740739
物語内容の紹介に終始している記事	18.490452,1.0
画像提供依頼	16.477444,1.0
孤立	13.313714,1.0
人物の画像提供依頼	12.266908,1.0
## IMINE2-J-070	油性ペン 落とし方
ボールペン	275.58156400000007,
化学	143.66167199999998,0.033294552147633744
存命人物	126.225132,0.04861111111111111
教育産業	21.205303,0.024305555555555552
シャープペンシル	209.329276,0.2804122968062343
物質の性質	53.016712,0.13408652446452046
宇宙開発	17.306234,0.15044012771037077
生理学	16.766703,0.15276739594050068
儀礼	18.282675,0.16929184892558777
元素鉱物	15.410222,0.1665594100080018
文房具	34.592907,0.1898148148148148
化成品	14.379656,0.1720812971536351
金属加工	14.379656,0.17475721385126125
同名の船	16.443237,0.18836879233110426
フェルトペン	180.82601599999998,0.3744349936235425
2012年設立の企業	16.293446,0.19055172365290635
都市伝説	17.306234,0.19985511030497444
郵便	18.282675,0.21297134880829904
加工食品	15.077512,0.2107945394959324
2月	23.691385,0.22535042384687928
農薬	14.430081,0.21505362942705356
紙	32.424847,0.24016213986311952
合成樹脂	18.732834,0.22585388565005332
材料	15.077512,0.2222222222222222
ペン	120.204713,0.3419708967518469
技法	15.440702,0.22405732275636214
感染症	14.337539,0.23368710459402123
同素体	15.410222,0.24144938485939643
新聞	14.830765,0.24195790049010216
工業用油脂	14.379656,0.2421296296296296
プラハ出身の人物	18.552877,0.24866609987044655
塗料	17.47146,0.2480609876751591
腕時計	17.908752,0.24888255652631308
懐中時計	17.908752,0.24888255652631308
工具	15.014796,0.24565371868759733
2003年設立の企業	27.867752,0.26217958401652514
写真	15.669106,0.24971333294847972
1976年生	33.238705,0.27160427963891737
登録商標	70.570093,0.31715226433782223
訓練	34.289337,0.27962037037037035
韓国のテロリズム	30.094492,0.2780940424403554
ゴム	62.023077,0.3142098885995371
日本の事務用品メーカー	53.722579999999994,0.3067127151384601
建築用語	30.212399,0.2836921647939171
1834年没	18.552877,0.2733313541128703
1971年生	16.44037,0.27160427963891737
役	14.430081,0.27027330176295583
1962年生	14.577602,0.27160427963891737
1951年生	14.430081,0.27160427963891737
防災	34.289337,0.29384713955026454
1771年生	18.552877,0.2766145254704051
学習材	21.205303,0.27962037037037035
インク	17.325272,0.2771207962271027
化粧品	64.886898,0.3309497847151769
漫画制作	33.51611,0.29704478428154607
画像処理	15.669106,0.27869206769831123
専門服・特殊服	15.819146,0.2823904543719616
スウォッチ・グループ	17.908752,0.28507587309816224
日本の実業家	14.577602,0.2822659465020576
2004年の小説	14.830765,0.28515521739790517
暗殺者	30.094492,0.30242247207524986
宝石	15.410222,0.2890569406935871
万年筆メーカー	41.829639,0.32139823626352687
イギリス海軍の同名艦	16.443237,0.29457199033886317
塗料メーカー	15.402394,0.2941261574074074
三菱鉛筆	63.801916999999996,0.34839956334327304
印刷	17.325272,0.2994136175875715
描画	14.29978,0.2985998630741714
和製英語	89.80011199999998,0.384680631382039
オーストリアの発明家	18.552877,0.30518754104139373
日本の水質汚染	15.988576,0.30578228547560193
殺虫剤	29.007683,0.32273494767554023
山城新伍	18.004433,0.31076388888888884
乳製品	16.23651,0.31133546851073396
モデラー	14.577602,0.31028935185185186
帳面	15.014796,0.3159200016931263
日本の国家資格	15.988576,0.32228620194341606
画材	46.004708,0.3592245298285906
薬事法	14.9631195,0.32865477082385697
印刷史に関する人物	18.552877,0.3333333333333333
韓国の犯罪者	30.094492,0.346875
工業製品	109.47640799999999,0.44632523148148145
香料	15.654659,0.33801043800090824
アメリカ合衆国の時計メーカー	17.908752,0.34402039355647357
1990年の映画	16.443237,0.34297737934126754
1995年の映画	15.843688,0.34297737934126754
鉛筆	19.436882,0.3472361073074607
必置資格	15.988576,0.3436111427589699
理容	15.819146,0.34350549692119914
2010年の映画	15.200695,0.34297737934126754
靴	16.223034,0.3458298479812498
衛生材料	15.819146,0.34588477366255144
日本の化学工業メーカー	43.270146,0.3789226955765909
貧乏を題材とした漫画作品	19.349869,0.35427709082450476
ナトリウムの化合物	16.443237,0.3512479191672382
英語の姓	16.443237,0.35245029220499646
雪	23.691385,0.36104618276588224
絵画技術	14.29978,0.350549489663582
日本の年中行事	18.282675,0.3567608623978218
炭素の単体	15.410222,0.3564814814814815
ダイヤモンド	15.410222,0.3586709104938272
日本の漫画家	17.443882,0.3662757630873663
日本の俳優	16.44037,0.3677596430523405
スイスの工業製品メーカー	26.16608,0.38003472222222223
国土交通省	15.988576,0.36863863707750544
コンピュータゲーム用語	15.440702,0.3759117876682825
企業	102.69728500000001,0.47981529706790116
ペプチド	31.60361,0.400832434132266
チーズ	16.23651,0.3854954290492801
ホウ酸塩	16.443237,0.3908842110339506
飼料メーカー	16.293446,0.39202353395061723
スイスの映画作品	16.443237,0.39249238303855605
ベルギーの映画作品	16.443237,0.3927664897065758
ファッション	65.76138,0.45157384033621756
抗生物質	15.3671,0.39295325870801723
有機塩素化合物	47.021356,0.43345510223765427
正月	18.282675,0.4027897395245002
基礎化粧品	15.348552,0.40062179175490603
ミリタリーウォッチメーカー	17.908752,0.4071180555555555
イーライリリー・アンド・カンパニー	14.337539,0.4047015799447672
三和グループ	17.419365,0.410237911752278
多環芳香族炭化水素	15.815454,0.4089151951249571
チョコレート	15.815454,0.413810089627629
割引乗車券	23.691385,0.42712604821471944
イラク戦争を題材とした作品	15.200695,0.41754339964589315
工学	48.127286,0.46527777777777773
美術家	47.816307,0.4678626915768372
日本の画家	47.668786000000004,0.47715693060261494
ポリオレフィン	14.430081,0.44030773105281196
漫画	52.865978999999996,0.5053298611111111
有機硫黄化合物	14.430081,0.45325058674125507
テレビ番組	39.209736,0.4965613425925926
アミド	14.430081,0.4632148062414265
生物学	32.133803,0.49479166666666663
スルホン	14.430081,0.4711833686985596
みどり会	17.419365,0.48506628809799385
コンピュータゲーム	15.440702,0.4833869047619048
カルバミン酸	18.732834,0.4887702010459533
社会教育	21.205303,0.5
薬学	15.3671,0.4921875
映画	15.843688,0.4929456018518519
文人	33.238705,0.5197337962962962
教育	21.205303,0.5031912771468299
物理学	15.077512,0.49479166666666663
医学	14.337539,0.49479166666666663
資格	15.988576,0.5
継続中の作品	14.830765,0.5010416666666666
舞台芸術	14.430081,0.5005859375
ヘアケア	14.9631195,0.5037227352619008
リン酸エステル	14.430081,0.5065425668724279
日本の詩人	33.238705,0.5342858231302738
タイムトラベルを題材とした漫画作品	14.830765,0.5092190721045197
オーストリアの劇作家	18.552877,0.5163848862626932
牛乳	16.23651,0.5159764522391824
ベルギーのドラマ映画	15.200695,0.5150389154425773
石川県出身の人物	33.238705,0.5457448181112031
スペインのドラマ映画	15.200695,0.5202156798637309
イギリスのドラマ映画	15.200695,0.5240581269543158
イタリアのドラマ映画	15.200695,0.5244693101950089
小畑健	14.830765,0.5239783564368284
フランスのドラマ映画	15.200695,0.5250840161977498
ギャグアニメ	19.349869,0.535461676095161
ミズノ一社提供番組	18.004433,0.5335402884807127
栃木県出身の人物	30.870451000000003,0.5526430647772399
含窒素複素環式化合物	16.23651,0.53198543595679
芳香族炭化水素	15.815454,0.5366277247299382
SF漫画作品	14.830765,0.5355841405312436
含硫黄複素環式化合物	14.337539,0.5366277247299382
イギリスの社会派映画	15.200695,0.5413240667974851
環状ペプチド	16.23651,0.5467313962260252
食文化	15.815454,0.546875
フランスの社会派映画	15.200695,0.5472829533134359
日本のSF小説	14.830765,0.5534287495614155
目	18.489725,0.5620079542534473
カナダの恋愛映画	15.843688,0.5679871572553388
台東区の企業	18.859333,0.5759788839583636
パワードスーツを題材とした漫画作品	14.830765,0.5752370931717095
カナダのLGBT関連映画	15.843688,0.5776420814964178
イタリアのサスペンス映画	15.200695,0.5819081657950388
オランダ語由来の外来語	17.325272,0.5887810203716206
東京都中央区の企業	17.419365,0.6022346218700434
学校教育	21.205303,0.6164609053497943
フランスのサスペンス映画	15.200695,0.6243514566350284
産学連携	20.96431,0.6592978395061728
泉北高速鉄道	23.691385,0.6675893028591722
ジャン＝リュック・ゴダールの監督映画	16.443237,0.6674334031235909
九州・沖縄地方のバラエティ番組	21.205303,0.6853949005308355
Β-ラクタム系抗生物質	14.337539,0.6732463161222565
タイムトラベル小説	14.830765,0.6742788310159668
フジテレビの深夜番組	18.004433,0.6812885856052812
週刊ヤングジャンプの漫画作品	14.830765,0.6761521495091735
ハイデルベルクの企業	15.663559,0.6831334831228619
奈良県の交通	23.691385,0.6982052675366804
コロコロコミックの漫画作品	19.349869,0.7027088886713566
デプシペプチド	14.481996,0.696716246658297
関西テレビの深夜番組	32.835198,0.7341970292614501
奈良交通	23.691385,0.7405343330955805
大阪市交通局の企画乗車券	23.691385,0.7461380379893239
京都市交通局の企画乗車券	23.691385,0.747913276347377
イギリスのサスペンス映画	15.200695,0.734333508484975
阪神電気鉄道の企画乗車券	23.691385,0.7528190133935375
視聴者参加型クイズ番組	18.004433,0.7422545326208491
大阪ガス	27.867752,0.7630947496663257
京阪電気鉄道の企画乗車券	23.691385,0.7636239009855692
近畿日本鉄道の企画乗車券	23.691385,0.763793830779046
阪急電鉄の企画乗車券	23.691385,0.7659144544960146
北海道の菓子	15.815454,0.7545962758088092
南海電気鉄道の企画乗車券	23.691385,0.7718757640800703
スーパーダッシュ文庫	14.830765,0.76109998788827
石川県の祭り	23.691385,0.7832783602673364
北大阪急行電鉄	23.691385,0.7990390800426799
関西テレビのクイズ番組	18.004433,0.7904798325926878
フジテレビのクイズ番組	18.004433,0.7907587872267627
能勢電鉄	23.691385,0.8064619315863467
武田薬品工業	27.867752,0.8162473782511895
テレビ西日本番組	21.205303,0.8154232756438078
大阪市西区の企業	27.867752,0.8366927535445601
千葉県を舞台とした作品	14.830765,0.837189348636831
大阪市旭区の企業	17.443882,0.848831741898148
フジテレビの冠番組	14.830765,0.8456178599751372
アース製薬	14.577602,0.8453141080684513
関西テレビのバラエティ番組	14.830765,0.8786510577417694
関西テレビの冠番組	14.830765,0.9123380433384776
白山市	23.691385,0.9442965534979423
神戸市西区の企業	16.293446,0.9660236625514402
整理が必要な項目	26.964529,1.0
幸手市の企業	15.402394,0.9834031635802468
## IMINE2-J-071	クリスマス　過ごし方
クリスマス	3098.3116580000046,
存命人物	555.0486930000001,0.05202546296296296
都市	97.850868,0.02479681069958848
光学	48.925434,0.04949464852170292
ヨーロッパの年中行事	349.999056,0.17864740486623518
12月	371.571642,0.20410727412803686
天体	48.925434,0.13097658181928462
建築物	97.850868,0.14705679563492063
イベント	97.850868,0.1473909987984144
考古天文学	48.925434,0.14041294327551837
暦	48.925434,0.14140808300825902
夜景	48.925434,0.1529562675151642
CM	51.79031,0.15703487916852651
先史ヨーロッパ	97.850868,0.17069876053948457
伝統	199.797989,0.2001851851851852
電気機器	48.925434,0.1606987847222222
ロシアの伝承	48.925434,0.16505099742162344
郵趣	48.925434,0.16934047695020954
照明	97.850868,0.1915042277520576
贈答	48.925434,0.17919238683127572
夜	48.925434,0.18202014813207304
オランダのラムサール条約登録地	29.613997,0.1846401997166476
挨拶	48.925434,0.1924502498031742
カード	48.925434,0.19425309420613104
1897年	48.925434,0.19442143076428892
12月の記念日	255.144184,0.26169654866471237
人形	48.925434,0.20593174496783895
ヨーロッパの伝承	48.925434,0.21111168394346855
11月	48.925434,0.21309641854605643
切手	48.925434,0.21835463312906983
観賞用樹木	48.925434,0.2200643521210697
ドイツの文化	146.77630200000002,0.24841321115490103
インテリア	48.925434,0.22117983892310503
名数9	48.925434,0.22191372779719062
古代ローマ	48.925434,0.22229094840942687
価値観	48.925434,0.22299508432782691
儀礼	48.925434,0.22373930647017945
キリスト教	48.925434,0.22650762939699934
サンタクロース	378.654034,0.3210086133153258
恋愛	48.925434,0.24438475529100528
光	97.850868,0.2610339506172839
キリスト教圏の年中行事	104.271629,0.26606069914587027
冬のイベント	48.925434,0.25146969830880556
競技会	48.925434,0.25275620147133404
装身具	48.925434,0.25789168900439013
カトリック百科事典	48.925434,0.2602008688755809
キリスト教の礼拝・典礼・奉神礼	48.925434,0.26047151273886515
新聞記事	48.925434,0.26529186155336776
デンマークの組織	48.925434,0.2661584065861524
一社提供番組	75.68601000000001,0.274700922382842
バブル景気	51.79031,0.273447318822645
算術	48.925434,0.2801876707241538
電気	48.925434,0.2824878080391589
オーストリアの文化	48.925434,0.2827538864152686
CD-BOX	55.429140000000004,0.2857309645230418
宇宙開発関係のイベント	48.925434,0.2842013888888889
装飾	97.850868,0.29878153706883104
スペインの文化	48.925434,0.28541195241948153
航空機テロ	48.925434,0.2855655267132353
2007年没	53.986122,0.29012038940184015
1915年の戦闘	61.955124,0.2928356221058435
1914年の戦闘	61.955124,0.2928356221058435
1914年のヨーロッパ	61.955124,0.29501053797681387
1979年生	56.749,0.29463100233922507
1961年生	48.925434,0.29463100233922507
十二大祭	154.29732,0.32468509951940616
1920年没	27.507637,0.29012038940184015
食文化を題材とした楽曲	29.068466,0.29236111111111107
1982年生	31.70485,0.29463100233922507
ユダヤ系イスラエル人	27.245739,0.2935803577629119
1986年生	29.387428,0.29463100233922507
1974年生	29.209972,0.29463100233922507
1962年生	28.87608,0.29463100233922507
1972年生	28.852571,0.29463100233922507
1954年生	28.726402,0.29463100233922507
1977年生	28.204117,0.29463100233922507
1975年生	28.027641,0.29463100233922507
1989年生	27.85121,0.29463100233922507
1933年生	27.33733,0.29463100233922507
1985年生	27.245739,0.29463100233922507
1970年生	27.105976,0.29463100233922507
1990年生	27.024323,0.29463100233922507
アイスランドの文化	97.850868,0.3142687261605798
1963年生	26.711384,0.29463100233922507
1920年生	26.648792,0.29463100233922507
1987年生	26.545145,0.29463100233922507
1866年生	27.507637,0.29994749702532625
冬	48.925434,0.3067328446597742
洋菓子	97.850868,0.32205545200031693
日本の年中行事	154.29732,0.33805481211275573
オーストラリアの食文化	48.925434,0.30956326865641853
ドイツの伝承	48.925434,0.3105539978513743
グリーンランドの文化	56.22535,0.3130325911186513
1987年の小説	27.799416,0.30665878744754743
美術	48.925434,0.3140010374815191
雪	48.925434,0.3182920877071806
イエス・キリスト	48.925434,0.3225522761787516
デンマークの文化	97.850868,0.3374185993263373
フィンランドの文化	105.150784,0.3437134822373373
反核兵器活動家	28.726402,0.3228006445328371
菜食主義者	28.726402,0.32306073259984935
日本のコレクター	48.925434,0.33333333333333337
1998年の映画	29.749802,0.3286472218911402
1989年の映画	29.53727,0.3286472218911402
2004年の映画	28.838612,0.3286472218911402
2003年の映画	27.885605,0.3286472218911402
古代ゲルマン	48.925434,0.33449424954899887
2009年のアメリカ合衆国	48.925434,0.3353432092141894
モスクワ大学出身の人物	27.507637,0.33195800106822887
北欧の伝承	48.925434,0.3420929475661377
東海旅客鉄道の広告	51.79031,0.34868412711223873
クリスマスを題材にした作品	53.546182,0.34965863783064244
ユーモア	48.925434,0.34977259700176366
ノルウェーの文化	53.021687,0.3519975704268117
日本の俳優	89.119919,0.3622685185185185
北欧の文化	97.850868,0.3650522379445658
妖精	48.925434,0.35172197833862445
悪魔	48.925434,0.3565554976535875
聖公会の祝日・斎日・記念日	252.148188,0.4151405737941815
クラスノヤルスク出身の人物	27.507637,0.3645435249676967
日本のタレント	59.55606,0.37393313412113244
日本の演出家	56.164144,0.37744693036554605
オランダの島	29.613997,0.3740257552730802
ベツレヘム	48.925434,0.3815801121797956
針葉樹	48.925434,0.3838577804461882
スウェーデンの文化	48.925434,0.38482374442932943
牧師夫人	26.648792,0.3801165846836419
アメリカ合衆国のモデル	28.726402,0.38142146776406044
日本のミュージシャン	28.87608,0.38488853441798593
日本の弁護士	27.105976,0.3913827252390653
アメリカ合衆国の俳優	27.024323,0.3936000525938666
日本の男性モデル	31.70485,0.39505369084362135
ハ長調の曲	29.068466,0.39488409808296315
北欧	48.925434,0.40426070601851843
近現代の作曲家	27.507637,0.39955259300254015
議会名誉黄金勲章受章者	26.648792,0.39988341122316057
電子メール	48.925434,0.40640901135643637
ビリー・ジョエル	28.726402,0.4028119641632373
冬の季語	154.29732,0.4385664147932207
日本の女性声優	26.589848,0.40733995527102623
クリスマスツリー	48.925434,0.4137724016726136
日本の女性モデル	29.209972,0.4085813922646605
神話・伝説の人型生物	48.925434,0.41456384307943583
ラジオ番組のパーソナリティ・DJ	26.82365,0.40941599055527284
ロマン派の作曲家	27.507637,0.4126820408872946
イスラエルのファッションモデル	27.245739,0.41406514346136253
排泄	48.925434,0.4202470387617616
カトリック教会の祭日・斎日・記念日	252.148188,0.47827491677702794
音楽のジャンル	48.925434,0.4222668941597107
モスクワ音楽院出身の人物	27.507637,0.4174355395518976
家禽	48.925434,0.4242091802903163
民謡	48.925434,0.42532411495237377
1998年のテレビドラマ	48.925434,0.4255537136609825
1999年のテレビドラマ	48.925434,0.4255537136609825
1997年のテレビドラマ	48.925434,0.4255537136609825
第一次世界大戦	61.955124,0.43519875149790194
美少女ゲーム	30.28424,0.4267383807017892
2013年のテレビドラマ	26.760576,0.4282639071111069
豪邸を舞台とした映画作品	27.885605,0.4306305158195119
ポピュラーソング	29.068466,0.43108762517022603
ロシアの作曲家	27.507637,0.43173099863302083
ラテン語起源の言葉	48.925434,0.4407576199972206
JAXA	48.925434,0.4437307331271017
プロテスタントの祭日・記念日	252.148188,0.5018644835040351
北海道出身の人物	28.87608,0.4486277124999602
架空の人物	56.22535,0.45839197530864195
2014年のアメリカ合衆国のスポーツ	28.987896,0.4567487917084776
行事、祭礼	293.55260400000003,0.5356944444444445
和製英語	48.925434,0.4701804096773634
アメリカ合衆国の小説	27.799416,0.46752007241205407
日本の脚本家	27.311573,0.4679619415300406
クリスマス映画	28.838612,0.46886622805421235
ロシア	48.925434,0.4747023809523809
クリスマスソング	29.068466,0.4708640546100517
フィンランド	48.925434,0.48283353312566957
ザ・ドリフターズ	48.925434,0.4848048409269813
世界の終末が描かれた作品	30.28424,0.48118782534363863
アメリカ合衆国の児童文学	48.925434,0.4874321002680431
日本のアイドルグループ	31.982975,0.4845040964720507
アメリカ合衆国の映画俳優	26.545145,0.4858874454575822
聖公会	48.925434,0.5037414815737947
埼玉県出身の人物	91.017628,0.5193170258526021
神話・伝説の人物	48.925434,0.5087425595238095
ドイツ	110.88055800000001,0.5368441358024691
アメリカ合衆国の福音主義者	26.648792,0.5171799919594717
北ヨーロッパ	48.925434,0.525462962962963
クリスマス・キャロル	97.850868,0.5399454142274752
イギリス	61.955124,0.5368441358024691
日独関係	48.925434,0.5349543153514454
アメリカ合衆国のテレビ俳優	26.545145,0.5284647026463191
日本のミュージカル俳優	29.387428,0.5294409923491771
TBSの教養番組	48.925434,0.5380445244627343
秋元康	29.53727,0.535878461414527
恋愛ドラマ	26.760576,0.5356442577065381
浜田雅功の楽曲	29.068466,0.5378477092052165
日本の歌手グループ	31.982975,0.5399583721242055
サントリー一社提供番組	35.235683,0.5413761141417782
英独関係	61.955124,0.5507548613790295
賛美歌	48.925434,0.5484236598003485
日本のAV男優	58.129467000000005,0.5512946233357998
神奈川県出身の人物	57.061182,0.5516336941830089
千葉県出身の人物	55.310092999999995,0.5516336941830089
アメリカ合衆国のコメディ映画	56.724217,0.5524095593767537
日本の高校スポーツ大会	48.925434,0.5528595592394853
京都府出身の人物	28.852571,0.5516336941830089
兵庫県出身の人物	27.311573,0.5516336941830089
愛知県出身の人物	26.82365,0.5516336941830089
アラスカ州の都市	48.925434,0.5582984673282464
