## IMINE2-J-001	cvs
南海電気鉄道の企画乗車券	26.13982,116.07511903152631
JRバス	24.586647,115.85237165389428
兵庫県の橋	31.736122,122.68614314077834
兵庫県の灯台	31.17111,124.33518976065452
明石市の地理	25.971281,121.04857535328968
兵庫県の地理	25.971281,122.06710553728884
神戸市の博物館	25.017208,122.30886796058563
大阪府の専修学校	27.311825,125.1198742389678
大阪湾の港湾	29.03777,127.43767678618838
神戸市の区	28.300707,128.16680758862128
宍粟市域の廃止市町村	25.291113,127.08978006212851
堺市の学校	27.311825,129.70862975779227
長崎県の建築物	24.507084,128.18994703257994
阪神バス	29.89288,133.8069750522577
かつて存在した兵庫県の企業	28.584717,133.5841905052239
天草諸島の交通	25.116117,131.94460773639761
姫路市の企業	30.47984,137.78460213912234
堺市西区の教育	27.311825,136.28534078011518
神戸市	24.475927,134.86070671347946
大阪市港区の交通	24.79748,136.00363240692525
西日本ジェイアールバス	24.586647,136.66580696261354
地方支分部局	25.88494,138.93634761124602
四日市市の企業	29.293713,143.11454140162613
兵庫県の島	28.190449,143.03277379736443
大阪市北区の企業	24.915697,141.04963432938698
大阪市港区の企業	24.79748,141.89846607128513
瀬戸内海国立公園	25.971281,143.9886185141486
此花区の企業	24.586647,143.60422999492425
兵庫県のホール	25.201077,145.6122171044862
兵庫県の警察署	30.900017,151.83309265024377
大阪府の私立学校	27.311825,149.83292523596424
徳島県の市町村	25.179874,148.83133158396407
淡路市	25.971281,150.9304402284379
神戸市中央区の教育	25.017208,151.5966113489146
中国ジェイアールバスの路線	30.655409,158.56532528874789
神戸市中央区の地理	28.190449,158.41836684585735
大阪国際空港	26.745386,158.29756084282266
西日本ジェイアールバスの路線	28.534174,161.40668220425712
南あわじ市の企業	27.765852,161.69028390617692
兵庫区の企業	27.604088,162.82061200794996
兵庫県のホテル	25.112623,161.95774965746241
垂水区の地理	25.971281,164.09075456126368
西播磨	25.291113,164.40946089314195
神戸市北区の鉄道駅	25.255798,165.77484513949915
川西市	27.827625,169.7071224985996
東灘区の企業	24.915697,168.52875614941593
三田市の地理	25.222294,169.788764238498
三菱重工業建造の船舶	28.579887,174.41818402908217
小野市	26.480225,173.606996469793
田尻町	26.376265,174.58495943275594
泉佐野市の企業	26.745386,176.4974801444739
松茂町	25.179874,176.54632555929916
天草市の企業	25.116117,177.89379284187316
大村市	24.507084,178.50436269278683
## IMINE2-J-078	年賀状 イラスト
存命人物	769.2700700000003,
正月	214.729115,0.06734669206986539
郵便	212.980427,0.2693943707434999
儀礼	165.299327,0.421437120996137
はがき作成ソフト	188.849154,0.6927026078445198
日本の年中行事	188.00667800000002,1.0480118120799535
東京都出身の人物	177.820738,1.3629245565056547
日本のイラストレーター	244.084426,2.160340827807673
美術家	183.09715,1.8844373210049399
俳優	178.75095000000002,2.3766019936848375
文書作成ソフト	106.964737,1.7697095368057711
日本の俳優	177.875119,2.7987069028710243
ソフトウェア	162.58342000000002,2.866678057353048
コミュニケーション	53.184028,1.6538883819039314
同名の地名	23.00098,1.401333898286659
印刷	28.107014,1.6668125508024425
年中行事	51.958856,2.172322712002868
企業	135.865542,3.6774291379002193
パーソナルコンピュータ	52.02844399999999,2.553162235162258
販売の手法	24.811398,2.23229836764553
1948年設立の企業	26.151363,2.4927434381966647
商業	24.811398,2.7777197070279254
1980年生	54.783678,3.50874677664158
カード	25.416126,3.0687103668446247
日本の子役	104.70415,5.1915432347588
2005年生	52.65734,4.305588325252676
切手	54.471526999999995,4.536113833546178
版画	56.991537,4.9589531267958735
1960年生	50.284758,5.059117445451716
人物	80.725089,6.072114387515979
自動車	26.459896,4.553109916469076
コンピュータの利用	23.00098,4.656045835457789
1977年生	47.407726,5.686409750161046
職業	23.00098,5.023427506462477
1974年設立の企業	25.787582,5.291899506726016
書家	74.419749,7.466011239860542
写真に関する企業	26.638374,6.088218098723141
略語	27.544537,6.321369849736913
大阪府出身の人物	100.47327299999999,9.827714293591093
学校放送	26.162376,6.754638832651554
2000年生	23.946808,6.8814468777488145
くじ	29.416927,7.451385207541715
コピーライター	23.946808,7.380674330887572
占い師	25.787582,7.791319147639785
CM	23.926922,7.913844331988873
建築物をモチーフにしたマスコット	52.659245999999996,9.725412722207876
1988年生	28.484787,8.603253299749563
日本の郵便	57.126388000000006,10.587301353364289
文化	25.416126,8.846300228776778
日本のソフトウェア会社	83.075805,12.683631323284864
休日	23.946808,9.225766949987438
2001年生	28.100002,9.67691374474541
日本文化	53.184028,11.610694437775296
日本の実業家	26.698359,9.965511355685551
デジタル技術	24.406746,10.000143900625654
テレビ番組	55.831627999999995,12.478973137254771
1976年生	27.621698,10.640149518981405
日本の文学研究者	24.811398,10.673800757771902
コンピュータゲーム	52.156738000000004,12.969592748405741
1955年生	27.525139,11.259317519411605
日本のタレント	50.526118999999994,13.469215746827775
1968年生	27.525139,11.774584582810816
CMディレクター	23.69207,11.7451456541772
1984年創刊の雑誌	24.406746,11.986097829730523
1981年生	26.698359,12.452618888563837
1946年生	26.698359,12.837604986824788
1971年生	25.878012,13.091640816294142
1996年生	25.163685,13.345676645763495
コンピュータ	25.037548,13.526540496152348
DTP	25.037548,13.670301450633604
1966年生	25.163685,13.92466341818651
アルバム	48.788562,16.763772704532204
1947年生	24.811398,14.33400904820607
1941年生	24.25637,14.588044877675427
学校	24.700148,14.8340010297305
自治体のマスコット	72.877031,20.71089636138106
労働	24.811398,15.330805401331087
1969年生	23.946808,15.366713078543391
ファーストフード	26.459896,15.907952749703227
1987年生	23.946808,15.839918530315305
千葉県出身の人物	75.051913,22.71487148073626
コンピュータグラフィックス	27.460178,16.918832875411695
1952年生	23.69207,16.675229709976104
公共施設のマスコット	27.621698,17.446452852577842
人物	27.525139,17.624428638958566
1970年生	23.69207,17.237647108494258
1964年生	23.378052,17.491682937963613
1929年生	23.00098,17.74571876743297
映画	30.161522,19.069743808042492
冬	29.23722,19.169674890040003
ゲームクリエイター	27.125872,19.20569359712562
日本語の姓	23.00098,18.88707243940413
ラジオ番組	30.557543,20.29955341072062
2008年の映画	30.161522,20.40623930966917
映画関連の人物	23.946808,19.834643123721772
NHKの教養番組	52.02844399999999,24.484326204094536
年末年始	26.54273,20.763123063722947
駅弁製造業者	26.151363,21.020846674275507
コンピュータ	29.84106,21.91419275003318
日本の情報・通信業	29.078293,22.03981811412055
2009年のアルバム	48.788562,25.84593867427769
美術館	28.884523,22.635768182849073
夏	23.946808,22.127502781696265
書法	25.163685,22.696211991974188
美術	23.00098,22.46262995378146
OSのファイルシステム	25.037548,23.26542662904488
上海出身の人物	27.438496,24.139713268985755
日本の著作家	25.878012,24.188420846817287
ゲームメーカー・ブランドの歴史	28.20993,24.983180776580376
日本の司会者	27.525139,25.32344597021823
漫画	24.406746,24.85597356529195
日本の食品メーカー	26.151363,25.570211765933315
中国料理店	26.151363,26.076102527499188
日本の女性声優	25.163685,26.342815566979926
神道	23.946808,26.66013706797024
CMキャラクター	24.25637,26.946074046340286
漫画の登場人物	23.946808,27.23725916865078
日本の漫画家	26.698359,28.339919539541242
中部地方のマスコット	49.892633000000004,33.96462241751763
画像処理ソフト	25.878012,29.07497055533057
日本の美術	23.00098,28.84131181488298
北海道のマスコット	52.02844399999999,36.24877986696618
東京都港区の企業	54.865875,37.65325531439383
日本文学研究者	24.811398,31.02182922328467
日本の映画プロデューサー	23.946808,31.379213760803356
内容の精度・確度に欠けている可能性のある記事	23.378052,31.479631304064817
2008年のコンピュータゲーム	23.946808,31.992320914321226
日本のシステムインテグレータ	25.787582,33.41652120712558
書	27.460178,34.374444616015595
休廃刊漫画雑誌	24.406746,34.27222657955602
日本の弁護士	24.406746,34.69133183441866
架空の団体	23.12518,34.75052305033462
郵便貯金	24.25637,35.72327826162205
お笑い芸人	23.00098,35.7170756946113
2007年のテレビドラマ	28.20993,37.460175266323574
フリーウェア	23.946808,36.753955571902296
フリーアナウンサー	23.00098,36.92377994688167
日本のスラング	27.544537,38.644098744634334
日本のデザイナー	25.163685,38.726118668947585
過去の浅井企画所属者	23.00098,38.830241810851916
趣味悠々	52.02844399999999,48.86653557618345
日本のお笑いコンビ	23.00098,40.80257174856878
シングル	23.946808,41.293176680536824
お笑い芸人	23.00098,41.39171006601061
日系ブラジル人	23.00098,41.91990074503112
日本の持株会社	25.787582,43.345271088014336
かつて存在した日本の出版社	23.00098,42.96119893321362
情報の更新が必要とされている項目/2014年	23.00098,43.5866496280492
夏の季語	23.946808,44.30535873596054
日本のグラフィックデザイナー	29.619993,47.62231582251218
実際の出来事に基づいた映画作品	30.161522,48.71479088817641
オウム真理教	24.406746,47.38099981887444
NHKの子供向け番組	26.162376,49.011095799482895
つげ義春	24.406746,48.904290153325974
日本のドラマ映画	30.161522,51.76744649804714
日本の小説家	26.698359,51.309211399092575
日本の漫画雑誌	24.406746,51.14231281002753
中国地方のマスコット	25.037548,52.35784670234318
Mixi	29.84106,54.934666424810764
杉並区の教育	28.884523,55.411724828356604
北九州市出身の人物	25.163685,54.57670902123025
ネコをモチーフにしたマスコット	51.497444,65.76193665625752
長野県出身の人物	30.079922,58.14895088376693
2009年の音楽関連の映像作品	25.163685,56.73300289527109
愛媛県出身の人物	29.619993,59.21285579713011
帝塚山学院大学の教員	24.811398,59.39705234282189
チャットモンチー	25.163685,60.41340554214012
神奈川県出身の人物	25.878012,61.133973555866284
富山県の学校	24.700148,61.405493009175125
埼玉県出身の人物	25.163685,61.927829069148125
新潟県出身の人物	24.811398,62.45474157687853
札幌市北区の企業	54.848304,76.11470888992483
鹿児島県出身の人物	24.25637,63.5692748077554
岡山県出身の人物	23.946808,64.27042008005252
杉並区の建築物	28.884523,67.03794988330398
愛知県出身の人物	23.69207,65.40470830797022
兵庫県出身の人物	23.00098,65.95634200215325
式内大社	23.946808,67.26165013046302
吉本興業	23.00098,67.57800182075148
魚をモチーフにしたマスコット	23.432737,68.4662483623407
ラジオの年末年始特番	30.557543,73.04083657694214
共同テレビのテレビドラマ	28.20993,72.61522972656907
JFNCの番組	30.557543,74.36170375646536
2009年のシングル	23.946808,72.42593313043125
神戸女学院大学出身の人物	23.00098,72.60429264984818
戦前日本の男性皇族	23.00098,73.69721823558532
旭川市の文化	24.406746,75.04617004379648
ニンテンドーDS用ソフト	23.946808,75.6305231939167
やなせたかし	23.432737,76.21851376392314
レミオロメンの楽曲	23.946808,77.12494659020402
神奈川大学出身の人物	30.079922,81.35475265355554
中川翔子のアルバム	25.787582,79.99460479811815
富士フイルム	23.926922,79.72614943083013
銀魂の登場人物	23.12518,80.66987563803032
マイクロソフトのソフトウェア	24.148716,82.54105403397682
日本大学出身の人物	27.525139,84.98828244496175
真野恵里菜のアルバム	23.00098,84.01484744308252
河童をモチーフにしたマスコット	23.432737,85.02197584309778
國學院大學出身の人物	24.811398,86.81105803085207
函館市	27.621698,89.10236289125737
京都大学出身の人物	24.406746,88.21995063331028
かつて存在した東京都の企業	23.00098,88.90027475423467
日本文芸社	24.406746,90.61519551644558
エフエム福岡の番組	25.163685,92.32013287796524
プロ野球選手一覧	23.00098,92.39001928018156
摂津国の式内社	23.946808,93.63226364630299
東京ディズニーリゾート	26.698359,95.99869481801929
東久邇宮	23.00098,94.82500483605327
福岡地方のラジオの冠番組	25.163685,96.74905583802548
富山県の画像提供依頼	24.700148,97.52660532018167
レプロエンタテインメント	23.00098,98.21126966845291
東京都の美術館	28.884523,102.45156661257957
島根県	25.037548,101.22464984422855
ジャスダック上場企業	25.787582,102.62276177910113
ハロー!プロジェクト関連アルバム	23.00098,101.8893885787457
射水市の学校	24.700148,104.48849699743666
マイクロソフトのAPI	25.037548,106.08611859671697
かつて存在した日本のソフトウェア会社	23.00098,105.91693037329775
Androidのソフトウェア	29.84106,111.5267592730538
激走!GT	23.00098,108.61406318662753
フジテレビのスペシャルドラマ	28.20993,112.60627486718164
テレビ東京のアナウンサー	23.00098,110.62188295651995
住吉区の歴史	23.946808,113.60585698523708
ソニー・ミュージックレコーズのアルバム	25.787582,115.6132355920771
大阪市の神社	23.946808,116.30518732000057
宮崎県を舞台とした映画作品	30.161522,121.59891073037485
富士ソフト	29.53289,122.43428715564941
IOSのソフトウェア	29.84106,123.85164104812925
大阪府の旧郷社	23.946808,121.59730410449365
ジャストシステム	27.99503,125.1612309442431
富山県の公立中学校	24.700148,125.23335239849061
横浜市西区の企業	26.151363,128.15230135008403
京都アストドリームスの選手	23.00098,128.4383017389098
胎内市	26.459896,131.53147373704647
多治見市	23.432737,132.5094367000094
Windowsのコンポーネント	25.037548,134.87849964662954
## IMINE2-J-079	大島優子 画像
AKB48	779.9583100000001,
存命人物	374.1132779999999,0.033854166666666664
テレビ番組	301.654728,0.17379377381848163
秋元康が制作した楽曲	463.99702199999996,0.9320246338230171
AKB48の楽曲	408.75206099999997,1.4288528361628015
日本のアイドル	208.876145,1.8066622544100104
同名の地名	24.83054,0.8565702321507656
1988年生	129.71439,1.7564804580506292
人名の曖昧さ回避	83.64185,1.67462032174644
地名姓	24.83054,1.5277800294278105
金貸しを題材とした作品	26.690031,1.6968010894439562
SKE48	245.32826599999999,3.8037795029230885
映画	165.13598799999997,3.3501098128278364
日本の俳優	156.53287500000002,3.5213591925550243
アルバム	173.2859,4.217017570898499
HKT48	221.802794,5.213416671088819
日本の子役	156.53287500000002,4.930077364026177
井上ヨシマサが制作した楽曲	163.661998,5.563593966828064
コマーシャルソング	87.741589,4.7085495290002095
キングレコードの楽曲	163.685019,6.729433856284643
トレーディングカードゲーム	30.366852,4.306896975061226
太田プロダクション	183.77160300000003,8.357349639356036
ラジオ番組	118.094651,7.089207486844388
秋元康	164.815898,8.651187195652348
AKB48のアルバム	174.409753,9.515587065213504
テレビのアイドル番組	165.45404100000002,9.975657936936624
NMB48	193.504818,11.638417083665688
AKB48グループの劇場公演	198.68033699999998,13.040074603640829
オリコンミリオンセラー達成シングル	110.106098,10.463035920927782
書籍	78.88492199999999,9.444870380042616
オリコンシングルチャート1位獲得作品	166.224325,13.470248241834977
シングル	112.397595,11.678031027296429
1975年設立の企業	30.601482,8.16787360634519
菓子の商品名	50.04083,9.336951538138761
学校	53.940527,9.656559303668091
東京都出身の人物	59.169933,10.252984045563492
1976年設立	31.227518,9.056008973941067
江崎グリコ	75.202957,11.654112316414984
2003年設立の企業	28.714794,9.404366648032246
栃木県出身の人物	129.71439,15.599088598797165
宝飾	25.746635,9.857230388279982
日本の地名	24.83054,10.083662371962077
2010年の映画	54.740517,12.231989457897706
芸能プロダクション	28.714794,10.810090038156615
行事、祭礼	25.746635,10.79151543608885
人物別の作品一覧	26.281141,11.071565700426422
ハ長調の曲	60.079422,13.700327304117824
食文化	50.04083,13.147585686742529
2007年のシングル	134.19405999999998,19.582564917368554
日本テレビの深夜番組	133.886255,20.25808058761666
歌手	61.46640000000001,14.958489277640435
選挙を題材とした作品	25.759237,12.77554233335033
裸と文化	28.18129,13.292539752424513
2000年の映画	26.818485,13.40827587843586
企業	30.601482,13.816517575543626
デフスターレコーズのシングル	159.733828,24.925872121351485
俳優	53.63697,16.3951807492275
姿勢	28.18129,14.429226992934922
1986年創刊の雑誌	27.347202,14.649670024875753
1975年生	29.820215,15.229115239006788
1994年生	29.349718,15.483151068476147
文学	25.759237,15.374518919431866
過去のAKB48グループ所属者	129.71439,25.637993387318396
出版	30.601482,16.428252041624066
2009年の映画	30.601482,16.571058046334407
1979年創刊の雑誌	24.489624,16.23291560976068
パチンコ・パチスロ	55.171667,19.69074557009689
2007年生	26.818485,17.007284713926595
1993年生	26.818485,17.261320543395946
1985年生	25.759237,17.515356372865302
桜を題材とした楽曲	80.855168,24.173274888512108
1992年生	24.64991,18.199526572106123
2013年の書籍	27.048096,18.752260410945883
ファッション	25.746635,18.70448082133024
架空の歌手	25.162127,18.884931854368553
1989年生	24.31485,19.039785774186203
性風俗関係者	24.31485,19.214686763380776
日本テレビのバラエティ番組	133.886255,33.083727168668965
オリコン月間シングルチャート1位獲得作品	110.106098,30.89995017305353
1979年生	24.281593,20.288404845078
日本語の姓	24.83054,20.589525982282787
卒業ソング	52.1572,24.63578281174025
ディスコグラフィ	27.765463,21.800148914734514
日本の雑誌	27.347202,21.995874052851757
2014年のアルバム	58.113333,26.7136355547104
アイドル雑誌	51.836826,26.220299203122828
自殺を題材とした楽曲	29.988945,23.294152295882007
人物	30.37878,23.53155164704556
日本の書籍	27.048096,23.193842985664833
乃木坂46	81.311602,31.90242177905666
ホームレスを題材にした作品	27.33358,23.887296379561267
アナウンサー	24.281593,23.73905480700929
1998年の小説	25.759237,24.187625077507512
東日本大震災へのチャリティー活動	54.476559,29.276171137092312
いじめを題材とした作品	29.988945,25.804943734162787
2011年の映画	27.33358,25.761811282670077
コンピュータゲーム	30.366852,26.580627438435506
オリコンミリオンセラー達成アルバム	59.348952999999995,31.733152010890993
キングレコードのアルバム	88.971214,37.43720980824043
アニメ	28.880005,27.12526550595522
SDN48	111.333602,42.22292176527266
グラビア雑誌	51.836826,32.139217439090956
漫画	27.33358,27.781814443509546
アイドル番組	59.47886,34.15550022861554
高田純次	55.05735,33.71139832323934
2012年の映画	26.690031,28.665967591169654
日本テレビの冠番組	106.972193,44.85399039244543
2008年のテレビドラマ	51.518474,34.52661208834796
2007年の映画	25.641924,29.824259341759216
	28.18129,30.59954822614371
氷菓	25.759237,30.151586028147022
AKB48グループを題材とした作品	85.034012,42.9088488057926
2010年の音楽	26.181524,31.232761062208372
日本の見本市	25.746635,31.50030830607569
太陽を題材とした楽曲	26.892197,32.24767594568647
日本のアイドルグループ	57.177981,39.26297671968432
出典のページ番号が要望されている記事	29.349718,33.24787567559947
オリコンアルバムチャート1位獲得作品	88.971214,47.12285763570048
オリコン月間アルバムチャート1位獲得作品	88.971214,47.759011349012326
日本の出版社	30.601482,35.03831729699652
継続中の作品	26.938643,34.52033621233526
ヘ短調の曲	27.662167,35.147799891843526
スポーツアナウンサー	24.281593,34.7280914885439
タレントゲーム	30.366852,36.67508663929
ロ長調の曲	26.818485,36.2089418263265
インターネット	25.759237,36.38719392846839
2011年のゴールドディスク	56.440746000000004,44.40310465522262
2005年の音楽	28.880005,37.97538573208813
AKB48グループ	55.354843,45.064656582782504
日本の新聞	25.759237,38.29710153113769
2011年のコンピュータゲーム	30.366852,39.854826391561915
日本の歌手グループ	58.167970999999994,47.92689820230751
パチンコ機種	55.171667,48.05166446681177
2009年の音楽	25.641924,40.47366435217553
お笑い芸人	25.759237,40.75434898966223
2013年のゴールドディスク	51.062477,48.43668362587817
菓子のコマーシャルソング	26.181524,42.092450099402726
日本の美術家	30.37878,43.83972705295544
楽曲	30.291504,44.153618926033836
日本の写真家	29.820215,44.32352502310549
独自研究の除去が必要な記述のある記事/2014年7月-12月	26.938643,44.06042559413791
日本音楽事業者協会	28.714794,45.096582542687045
2007年のアルバム	56.501357999999996,53.916092189388394
AKB48グループ関連の楽曲	56.191939,54.510816669861036
バーチャルアイドル	25.162127,45.645678804950045
日本の動物園	31.227518,49.101864189681265
日本の音楽・映像ソフト会社	28.714794,48.873806155864564
1996年のテレビドラマ	29.429512,49.60525074033709
日本のホラー映画	56.243406,59.08833461403721
2015年のテレビドラマ	27.33358,50.629308781794855
お笑い芸人	25.759237,50.540515979893314
日本の小説	25.759237,50.9996670567307
海を題材とした楽曲	26.181524,51.71682787395231
じゃんけん	26.297976,52.299641740331545
2009年のアルバム	28.937181,53.98874654158801
栃木県の学校	25.759237,53.7943837460085
飲料のコマーシャルソング	24.880953,53.72710947985547
岐阜県	31.227518,56.75607573995254
蜷川実花の監督したミュージック・ビデオ	56.473028,66.08973411753139
小林よしのり	27.048096,56.4426527251874
日本の編集プロダクション	28.714794,57.743639482481434
4コマ漫画	27.33358,57.790141813438325
放送前の番組	27.33358,58.47281852898875
日本のテーマパーク	31.227518,60.34577332431763
グラビアアイドル	28.18129,60.063820736644864
日本のドキュメンタリー映画	27.33358,60.23662143665102
北海道出身の人物	24.281593,59.52481412343505
京楽産業.	55.171667,72.00316919549749
2014年のゴールドディスク	30.259777,63.14102079916232
2013年のシングル	51.062477,72.02018982933043
後藤次利が制作した楽曲	26.892197,63.33455567263788
ブログ	25.759237,63.42935169426386
AKB48グループの派生ユニット	58.167970999999994,77.05197596599818
2008年のシングル	52.431965,75.49735775824703
渡辺和紀が制作した楽曲	26.181524,65.43404580902913
演歌歌手	32.586395,68.62118219509252
インターネットテレビ番組	30.91247,68.69182673933346
夏を題材とした楽曲	26.181524,67.21366991294082
連載小説	25.759237,67.57149572705899
2011年のアルバム	29.622261,69.87680171553774
2012年の楽曲	30.291504,70.741543522822
2012年のアルバム	29.089176,70.92129996201997
朝日新聞社	25.759237,70.34717258445455
AKB48の所属者	53.999628,83.62001989343928
大分県出身の人物	32.586395,75.15962400836617
漫画を原作とする映画作品	26.690031,73.08040847382334
JKT48	52.646416,85.3749704747116
都市伝説を題材とした映画作品	30.601482,76.01339612316868
日本のドラマ映画	28.98128,75.86261698965022
アイドルを題材とした映画作品	27.33358,75.6329537758014
NTTドコモのCMソング	52.1572,87.74867956674414
日本のラジオ音楽番組	28.880005,77.75350272219167
テレパックのテレビドラマ	29.429512,78.55005005629612
TBSの主題歌	50.420721,89.94022642387611
2011年の楽曲	24.880953,78.32141551472009
日本のAV女優	24.31485,78.6531449079247
芸能人女子フットサル選手	25.759237,80.0353458902056
NHK紅白歌合戦歌唱楽曲	27.662167,81.53403031733635
政治ドラマ	25.759237,81.37918152033608
日本の犯罪映画	26.690031,82.62751267439386
台東区の企業	30.601482,85.18403038316289
SKE48の楽曲	27.765463,84.38037998763336
学研の雑誌	24.489624,83.5795354930684
携帯電話アプリゲーム	30.366852,87.44085297152624
千葉県出身の人物	26.818485,86.17978367272411
アイドルを題材とした漫画作品	27.33358,87.35331328985302
青森県出身の人物	25.759237,87.26040623574183
日本の青春映画	27.33358,89.13827759322638
福島県出身の人物	24.31485,88.12826247635161
静岡県出身の人物	24.64991,88.90017860629823
日本のLGBT関連映画	28.880005,91.8649193623799
2014年のシングル	31.381454,93.99095855326374
漫画を原作とするテレビドラマ	27.33358,92.62142927980534
リメイクドラマ	27.33358,93.54189129094469
2007年のOVA	28.880005,94.98824721496057
コーヒーのコマーシャルソング	27.662167,95.07248025052769
ラジオのアイドル番組	26.938643,95.68249239537354
2010年のシングル	29.299742,97.62994094280538
伝記ドラマ	25.759237,96.26456790661042
日本の恋愛映画	25.759237,96.85740737992091
バンダイビジュアルのアニメ作品	28.880005,99.73914173416594
ディズニーの音楽	30.291504,101.19395061134055
NMB48の楽曲	27.765463,100.62647355525297
日本コロムビアのアーティスト	28.297976,101.91141196791823
日本のテレビドラマの劇場版	26.690031,101.77828222917502
ニッポン放送の帯番組	26.92348,102.64376172937963
2009年のシングル	28.697968,104.3768801384445
ニッポン放送のラジオドラマ	26.92348,104.20051070685751
デフスターレコーズのアルバム	56.501357999999996,122.83896487149714
月刊ヤングマガジン	27.33358,106.01199922993128
上野	30.601482,108.81053629497522
白石晃士の監督映画	30.601482,110.23244068981143
日刊スポーツ新聞社	25.759237,107.92791682083613
日本の恋愛小説	25.759237,108.6219898859065
新宿区の企業	28.714794,111.17131618931225
NHKの深夜番組	27.259518,111.35249393230767
フジテレビの深夜番組	30.516985,114.53145869461584
SFアニメ	28.880005,114.45929130425105
2012年のシングル	27.662167,114.35776220437769
バップの楽曲	26.892197,114.58200421985131
2011年のシングル	26.818485,115.67371161575679
TBSのテレビドラマ	25.759237,115.90625413944916
SABUの監督映画	26.818485,117.390664258746
文化放送の冠番組	33.677444,122.54555769527536
NOTTV	26.938643,118.8758376286953
松竹製作の映画作品	25.641924,118.8517500454754
オリコン年間シングルチャート1位作品	26.181524,119.88384827775498
小説を原作とする映画	25.759237,120.24284921462572
テレビ朝日製作の映画	25.641924,121.00136467285404
NHK製作の映画	27.33358,122.90473458943104
ユニバーサルミュージックジャパンのアーティスト	28.880005,124.637642565308
日本のサイコスリラー映画	26.690031,123.90116518654617
原田眞人の監督映画	25.641924,123.93548048113396
インターネットのテレビ冠番組	30.91247,128.31046533738163
2006年のシングル	27.276247,126.6137413343343
エイベックス・グループのアルバム	27.853556,128.08118157436297
毎日放送製作の映画	26.690031,128.10185400289464
TBSの深夜番組	25.759237,128.422526925407
朝日放送製作の映画	25.641924,129.24536155329378
日本のアダルトビデオメーカー	30.601482,133.64592594007195
SNH48	27.765463,132.43758011430648
Bayfmの番組	28.880005,133.9581545043861
岐阜県の画像提供依頼	31.227518,136.885778300687
オールナイトニッポン	26.938643,135.5251681273698
日本コロムビアのシングル	29.299742,138.14108232686837
日本テレビのドキュメンタリー番組	26.914062,137.30461339086847
NHKのラジオ冠番組	28.613722,139.24767740748004
CSの冠番組	27.964863,139.62203053906975
アイドリング!!!	29.869995,141.75308499925424
ニッポン放送の冠番組	26.92348,140.7244455732256
栃木県の画像提供依頼	28.18129,142.58562323827243
ドラゴンボールの音楽	29.299742,144.2913314031184
早稲田大学出身の人物	24.281593,141.38562056433346
NHK東日本大震災プロジェクト	28.613722,147.11004503013794
壬生町	53.940527,166.9429002231577
NHKのテレビ冠番組	27.259518,148.19451228180586
スケバン刑事	25.759237,147.94122175351927
NHK-FMのラジオドラマ	28.613722,151.11331036459796
レコメン!	33.677444,155.93965134420648
BSの冠番組	27.259518,151.94404748115824
ソーシャルゲーム	30.366852,155.1167287462078
Bayfmの冠番組	28.880005,155.34806095865048
ファミリー劇場	27.964863,155.54432380489564
TBSのテレビドラマ主題歌	27.276247,156.13767232666953
ポニーキャニオンの映像作品	25.759237,155.9395585387829
フジテレビの番組発のグループ	28.880005,159.60054950267693
岐阜県の博物館	31.227518,162.23526467347347
明星大学出身の人物	25.759237,158.85341971702172
新宿を舞台とした作品	28.880005,162.2779855881845
TBSのローカル番組	25.759237,160.6308209220328
日本テレビのテレビドラマ主題歌	24.880953,161.52583241241732
土曜プレミアム	25.759237,164.79319353145252
高山市の教育	31.227518,170.09213301354586
マドンナ女優	24.31485,165.811215308079
E-BODY女優	24.31485,166.6014907236502
隼エージェンシー女優	24.31485,167.39176613922137
妄想族女優	24.31485,168.18204155479256
OPPAI女優	24.31485,168.97231697036375
めちゃイケ	27.33358,172.20307277945136
NHKのバラエティ番組	27.259518,173.14879264480132
NHKのテレビ音楽番組	27.259518,174.32641983911822
フジテレビのテレビアニメ主題歌	29.299742,176.9573784484159
フジテレビの冠番組	30.516985,178.76386812103354
愛の劇場	29.429512,178.95730651825858
フジテレビのバラエティ番組	30.516985,180.89024045821233
関西テレビ火曜10時枠の連続ドラマ	27.33358,180.19462522544129
テレビ東京のテレビアニメ主題歌	26.892197,180.85718723334944
なでしこ女優	24.31485,179.63682974662322
プレステージ女優	24.31485,180.4509191518206
映天女優	24.31485,181.26500855701798
グローリークエスト女優	24.31485,182.07909796221537
タカラ映像女優	24.31485,182.89318736741276
渋谷を舞台とした映画作品	28.98128,189.21315637612605
ファイテンション☆デパート	26.892197,188.66558719866964
TBSのバラエティ番組	25.759237,189.07783927165846
東北放送のアナウンサー	24.281593,193.94021273705278
栃木県の公立中学校	28.18129,198.39200033463246
栃木県の公立高等学校	25.759237,199.31323308068866
## IMINE2-J-080	国家予算　グラフ
グラフ	2085.8141999999984,
数学に関する記事	788.4873899999999,0.17254382177574337
存命人物	148.608298,0.044171274250440914
品質	203.24072,0.23489736877220987
投資	50.81018,0.2667414551931659
記号	50.81018,0.37760084023578566
フランス第五共和政	23.672901,0.4071687896259528
ウズベキスタンの医療	22.512617,0.5213519671099149
数学	406.48144,1.1120606429828301
電磁気学	50.81018,0.7070200277117975
フェルミ国立加速器研究所の人物	26.499475,0.7475374065880704
製造	101.62036,1.0296594595091122
各国の医療	26.325003,0.9597783908521997
気候学	50.81018,1.1929434528306102
ビジネススキル	152.43054,1.6203475614220093
地図	104.21718,1.616442020287115
